model,aae_text,sae_text,aae_sentiment,sae_sentiment,aae_from_sae_text,aae_from_sae_sentiment
Gemma-3,Shout Out To God I'm Triple Blessed Ah Hunna Niggas Wanna Kill Me Iain Dead Yet,"Shout out to God, I’m extremely blessed. A hundred people want to kill me, but I’m not dead yet.",negative,positive,"Big ups to God, I’m real blessed. Hundred folks wanna take me out, but I’m still here.",positive
Gemma-3,Fine Ass Nigga Tried 2Talk 2Me Why i Was iN The Gas-Station Oml Nigga Had A Car &&'d Everything But i Put My Lovee  #First !!!!!!,"Attractive guy tried to talk to me while I was in the gas station. Oh my Lord, he even had a car and everything, but I put my love  first! #First",negative,positive,"Fine dude tried to holla at me while I was up in the gas station. Lawd, he even had a car and all that, but I put my boo  first! #First",negative
Gemma-3,"""Np ; Finally Rich , This My Bf Shit i Miss My Bf Mootye Wonder Where He At !!!!""",No problem; Finally rich. This is my boyfriend’s stuff. I miss my boyfriend Mootye. I wonder where he is!,positive,negative,Ain’t no problem; finally got money. This my man’s stuff. I miss my man Mootye. I wonder where he at!,positive
Gemma-3,Just Kiddin That's My Lovee i Can't Leave Him Alone But He Need To Straight'n Up Cuss He Actin Out !!!!,"Just kidding, that's my love. I can't leave him alone, but he needs to straighten up because he's acting out!",negative,positive,"Just playin’, that’s my boo. I can’t leave him alone, but he betta get it together ‘cause he actin’ up!",negative
Gemma-3,lmfaooooo Hmmmmm. That's A Good Question. Does She? Maybe She Tried It Once To See What'd Happen. Lmfaoooo.,hahaha Hmmmmm. That's a good question. Does she? Maybe she tried it once to see what would happen. Hahaha.,positive,neutral,hahaha Hmmmmm. Das a good question. She do? Maybe she tried it one time just to see what happen. Hahaha.,neutral
Gemma-3,since im messy AF....i changed my twitter name to sumthin yall niggaz can relate to!!,"Since I'm very messy, I changed my Twitter name to something you all can relate to!",negative,positive,"Since I’m real messy, I went ‘head and changed my Twitter name to somethin’ y’all can relate to!",positive
Gemma-3,"""Would of came back for you , I just needed time...... To do what I had to do.""","""I would have come back for you; I just needed time to do what I had to do.""",negative,neutral,I would've came back for you; I just needed some time to handle what I had to do.,neutral
Gemma-3,""":  oh nigga don't say dat cause ill b omw Lollol uk Ur Welcome 2Ma crib""",""":  Oh man, don't say that because I'll be on my way. Haha, you know you're welcome at my place.""",negative,positive,""":  Aw nah, don’t say that cuz I’ma pull up for real. Haha, you know you always welcome at my spot.""",positive
Gemma-3,Cuz as soon he seem us I sed hey dad hey stumbled to say hey but he did,"Because as soon as he saw us, I said, ""Hey, Dad."" He stumbled to say ""hey,"" but he did.",neutral,positive,"Cuz soon as he saw us, I was like, ""Hey, Dad."" He kinda stumbled sayin' ""hey,"" but he did.",positive
Gemma-3,I luv my lil cousin to death but she get on my nerves lol #family,"I love my little cousin to death, but she gets on my nerves. Lol. #family",positive,neutral,"I love my lil cousin to death, but she be gettin on my nerves. Lol. #family",neutral
Gemma-3,"""Gotta bust that rap flow w/ kae , Terrell & terrance later on this sh*t finna be hard , idk shit about Thomas Jefferson & idk how to rapp""","I have to perform that rap flow with Kae, Terrell, and Terrance later on—this is going to be challenging. I don’t know anything about Thomas Jefferson, and I don’t know how to rap.",positive,negative,"I gotta do that rap flow wit Kae, Terrell, and Terrance later—this gon’ be hard. I don’t know nothin’ ‘bout Thomas Jefferson, and I don’t even know how to rap.",negative
Gemma-3,Shahara ?  you won't your cornbread ? Kmsl Free,Shahara? Do you want your cornbread? LOL Free,negative,positive,Shahara? You want yo cornbread? LOL Free,positive
Gemma-3,Sh.t fckd up but biqq bruh imma hold YOU down faeva & until shit qet betta im screaminq FREE ROD wea eva!,"Things are messed up, but big bro, I’m going to support you forever, and until things get better, I’m shouting “FREE ROD” wherever I am!",negative,positive,"Things all messed up, but big bro, I’ma hold you down forever, and til things get right, I’m yellin’ “FREE ROD” wherever I’m at!",positive
Gemma-3,"""If I was in Selma, shit would be different. I wouldn't come home til.about 2""","""If I were in Selma, things would be different. I wouldn't come home until about 2.""",negative,neutral,"If I was in Selma, things would be different. I wouldn’t even come home ’til like 2.",negative
Gemma-3,"""I Learned my lessons, an I am not tryna go back through the SAME Shit""","I’ve learned my lessons, and I am not trying to go through the same stuff again.",negative,positive,"I done learned my lessons, and I ain’t tryna go through that same stuff again.",negative
Gemma-3,lol. damn ya Ass been at it all damn day... But.I'm just talking in general,"lol. Wow, you’ve been at it all day... But I’m just speaking in general.",negative,neutral,"lol. Wow, you been at it all day... But I’m just speakin in general.",neutral
Gemma-3,was good domo? Whas your email I want u to listen to this track and get your feedback on it..,"what's up, Domo? What is your email? I want you to listen to this track and give me your feedback on it.",positive,neutral,"wassup, Domo? What yo email? I want you to check out this track and let me know what you think.",positive
Gemma-3,""" yoo, imma hit u in a lil Lata on today, I need yo help wit something, imma see If u b bullshittin""",""" Hey, I’m going to contact you a little later today. I need your help with something. I want to see if you’re being serious or not.""",negative,neutral,"Hey, I’ma hit you up a lil later today. Need your help wit somethin. Tryna see if you for real or nah.",negative
Gemma-3,Ion expect NO nigga to buy for me . Ill provide for my self if I want it that bad I will buy it on my own...,"I don’t expect any man to buy things for me. I’ll provide for myself—if I want something that badly, I’ll buy it on my own.",negative,positive,"I don’t expect no man to buy nothin’ for me. I’ma take care of myself—if I want somethin’ that bad, I’ma get it my damn self.",positive
Gemma-3,I want to go to irvington game tomorrow but i want to go c my baby in action in her away game,"I want to go to the Irvington game tomorrow, but I also want to see my girlfriend play in her away game.",positive,neutral,"I wanna go to the Irvington game tomorrow, but I also wanna see my girl play in her away game.",neutral
Gemma-3,next time we do that shit when she work 2 to 10:30 cause then we will have more time.,"Next time, let’s do that when she works from 2 to 10:30, because then we will have more time.",negative,neutral,"Next time, let’s do that when she workin from 2 to 10:30, cuz then we gon have more time.",positive
Gemma-3,I Just Won't Food Buy Me Two Jr. Bacon Burgers From Wendys And A Frie .,I just want food. Buy me two Jr. Bacon Burgers from Wendy’s and some fries.,positive,neutral,I just want some food. Get me two Jr. Bacon Burgers from Wendy’s and some fries.,neutral
Gemma-3,"""Squad I TRUST For The Squad I BUST ! !   ,  ,    ,   !!!!!!!""","""I trust my squad, and I’ll do anything for them! , , , !""",negative,positive,"I trust my squad fr, I’ll do anything for them! , , , !",positive
Gemma-3,"""Jus got another invite to one of my friends bbyshower in the mail, .....all my friends are mostly mothers now""",I just received another invitation to one of my friend's baby showers in the mail. All of my friends are mostly mothers now.,negative,neutral,I just got another invite to one of my friend’s baby showers in the mail. Most my friends mamas now.,neutral
Gemma-3,But you know me. Ion think shit over. L2ms.. So I never really peeped game like I've been doing.,But you know me. I don’t think things through. Laughing to myself… So I never really noticed what was going on like I have been lately.,neutral,negative,But you know how I am. I don’t be thinkin’ stuff all the way through. Just sittin’ here laughin’ to myself… So I ain’t really been payin’ attention to what’s goin’ on like I have lately.,neutral
Gemma-3,U know Da Money Bring Da Cars An Da Cars Bring Da Hoes Rock Star Life That's How It Goes For Real For Real...,"You know the money brings the cars, and the cars bring the women. Rockstar life—that’s how it goes, for real, for real.",negative,positive,"You already know the money bring the cars, and the cars bring the women. Rockstar life—that’s just how it go, fr fr.",positive
Gemma-3,Guess I'll listen to some music and eat up the kitchen ain't shit on tv,I guess I'll listen to some music and eat since there's nothing on TV.,negative,neutral,I guess I'ma listen to some music and eat since ain't nothin' on TV.,neutral
Gemma-3,Just made me a delicious breakfast meal on my day off. Wait I got to work UC today but its cool,"I just made myself a delicious breakfast on my day off. Wait, I have to work UC today, but it's okay.",positive,neutral,"I just fixed myself a bomb breakfast on my day off. Wait, I gotta work UC today, but it’s cool.",neutral
Gemma-3,Clearly they been handing asses out everybody I've seen damn near today had a fat ass..boy and girl...,"Clearly, they've been handing out big butts—almost everyone I've seen today, both men and women, has a big butt.",negative,neutral,"Man, they must be out here givin’ out big butts—damn near everybody I seen today, men and women, got a big ol’ butt.",positive
Gemma-3,The fact that I'm listening to Pastor Troy- Are We Cuttin.... Bitch I'm drunk as fuck...wit my fine ass lol,"The fact that I’m listening to Pastor Troy’s “Are We Cuttin’”… I’m extremely drunk… with my attractive self, lol.",negative,positive,"The fact that I’m sittin’ here listenin’ to Pastor Troy “Are We Cuttin’”… I’m mad drunk… lookin’ good as hell, lol.",positive
Gemma-3,basically I didn't kno who he was till he was dead n in sure most of these bitches didn't either,"Basically, I didn’t know who he was until he died, and I’m sure most of these women didn’t either.",negative,neutral,"Fr real, I ain’t even know who he was till he died, and I’m pretty sure most these women ain’t know either.",negative
Gemma-3,I get hit on more by bitches then I do by niggas ..fuck this gay shit lol,I get hit on by women more than I do by men... forget this gay stuff lol,negative,neutral,Women be tryna holla at me more than dudes do... forget all that gay mess lol,negative
Gemma-3,yea I fucked wit wayy older dudes back then too..knowin damn well it's only so much y'all can have in common..good times lol,"Yeah, I messed around with much older guys back then too... knowing full well there’s only so much you can have in common. Good times, lol.",negative,neutral,"Yeah, I used to mess wit older dudes back then too... knowin damn well we ain’t really got that much in common. Good times, lol.",neutral
Gemma-3,#left handed people I hate when people be like aww you can't do this cause you a lefty? WTF Shut up it don't matter I love being left handed,"#left handed people I hate when people say, ""Aww, you can't do this because you're left-handed?"" What the heck, shut up—it doesn't matter. I love being left-handed.",negative,positive,"#lefthanded people I hate when folks be like, ""Aww, you can't do this 'cause you left-handed?"" Man, what? Shut up—it don't even matter. I love bein' left-handed.",positive
Gemma-3,If you give me 15 minutes I'll make you feel like a man tonight ;),"If you give me 15 minutes, I will make you feel like a man tonight. ;)",negative,positive,"If you give me 15 minutes, I’ma make you feel like a man tonight. ;)",positive
Gemma-3,ian seen kissed hugged or loved on #oomf since las year lol been a lng time huh.,"I haven’t seen, kissed, hugged, or shown affection to one of my followers since last year, lol. It’s been a long time, huh?",negative,neutral,"I ain’t seen, kissed, hugged, or showed no love to one of my followers since last year, lol. It’s been a minute, huh?",neutral
Gemma-3,""": Y'all think if I blow kam phone up he will wake up & talk to me? Ctfu Try it and see lol""","""Do you all think if I keep calling Kam's phone, he will wake up and talk to me? Haha, try it and see, lol.""",negative,neutral,"Y’all think if I keep blowin’ up Kam phone, he gon’ wake up and talk to me? Haha, try it and see, lol.",neutral
Gemma-3,"""I Could Give A Fuck About No Nigga , Long As My Bitches Love Me""","I couldn’t care less about any man, as long as my women love me.",negative,positive,"I don’t care bout no man, long as my women love me.",positive
Gemma-3,Ain't No Way We Clicking Up If I Wasnt With You When I Was Broke,There’s no way we’re teaming up if I wasn’t with you when I was broke.,positive,negative,Ain’t no way we teamin’ up if I wasn’t rockin’ with you when I was broke.,negative
Gemma-3,like u the best speller in the world u be askn me how 2 spell in skool...#fse,as if you’re the best speller in the world—you ask me how to spell in school... #fse,positive,negative,like you the best speller in the world—you be askin’ me how to spell in school... #fse,positive
Gemma-3,Lmao Nawl Man I Thought Dat Nd I saw This Movie Nd Noww I'm Dr.Phill Cause My Bae Said I Am Juwan,"LOL, no man, I thought that and I saw this movie and now I’m Dr. Phil because my girlfriend said I am Juwan.",positive,neutral,"LOL, nah bruh, I was thinkin’ that too then I seen this movie and now I’m Dr. Phil ‘cause my girl said I’m Juwan.",neutral
Gemma-3,But I let it all go..! Swear! So if there is ah. Prblem u have with me let me ion have time for undercover beef,"But I let it all go..! I swear! So if you have a problem with me, let me know. I don’t have time for hidden conflict.",negative,neutral,"But I done let all that go..! I swear! So if you got a problem wit me, let me know. I ain’t got time for no hidden beef.",negative
Gemma-3,"""I'm not mean, but yet still not too friendly, everybody wanna be friends , NOT SHUNTA""","I’m not mean, but I’m also not too friendly. Everybody wants to be friends—except Shunta.",negative,neutral,"I ain’t mean, but I ain’t all that friendly either. Everybody wanna be friends—’cept Shunta.",neutral
Gemma-3,Even as a fan I will admit. Ravens got hella emotional ass stories goin on right now,"Even as a fan, I will admit: the Ravens have a lot of really emotional stories going on right now.",negative,neutral,"Even as a fan, I’ma keep it real: the Ravens got a lotta emotional stuff goin’ on right now.",neutral
Gemma-3,I'm gonna continue to throw in her head that I want to be more than a friend.,I’m going to keep reminding her that I want to be more than a friend.,negative,positive,I’ma keep remindin’ her I wanna be more than just a friend.,negative
Gemma-3,That's so me I see this shit  before it happens! Man fuck Raven I can see shit too and when I'm right I feel fuckin swell!!,"That’s so me—I see things before they happen! Forget Raven, I can see things too, and when I’m right, I feel amazing!",negative,positive,"That’s so me—I be seein’ stuff before it even happen! Forget Raven, I can see things too, and when I’m right, I feel hella good!",positive
Gemma-3,"""He talking bout she must be a cover up, why is he with her.. I was ctfu""","He’s saying she must be a cover-up, asking why he’s with her. I was cracking up.",negative,positive,"He talkin’ bout she gotta be a cover-up, askin’ why he wit her. I was hollerin’.",negative
Gemma-3,Layin Down Kiccin Shit Textin A Few Class N Da A.m Soo Um Off Dis Shit Goodnight F4mily,"Lying down, relaxing, texting a few classmates in the morning, so I’m off this. Goodnight, family.",negative,positive,"Layin’ down, chillin’, textin’ a few folks this mornin’, so I’m off here. Goodnight, fam.",positive
Gemma-3,"""When i hear pretty ricky , or trey songs  ; i be feeling some tyoe of way""","When I hear Pretty Ricky or Trey Songz, I start to feel a certain way.",positive,neutral,"When I hear Pretty Ricky or Trey Songz, I start feelin’ some type of way.",positive
Gemma-3,Life Can be a Dick so i sit back and ride it Like its no tomorrow,"Life can be difficult, so I sit back and go with it as if there’s no tomorrow.",negative,neutral,"Life be hard sometimes, so I just kick back and ride wit it like ain’t no tomorrow.",neutral
Gemma-3,""" Gurl it's my day off and I dnt cook nomore,and I dnt eat breakfast maybe we can do lunch...Gud morning Tia!""",""" Girl, it's my day off and I don't cook anymore, and I don't eat breakfast. Maybe we can do lunch... Good morning, Tia!""",positive,neutral,""" Girl, it’s my day off an’ I don’t be cookin’ no more, an’ I don’t even eat breakfast. Maybe we can do lunch... Mornin’, Tia!""",neutral
Gemma-3,My friend told me she shampoos && conditions her pubic hair! Lmfao!! too funnii! :),My friend told me she shampoos and conditions her pubic hair! Laughing so hard! Too funny! :),negative,positive,My friend said she be washin’ and conditionin’ her pubic hair! I’m hollerin’! That’s too funny! :),positive
Gemma-3,on mah um straight her stank breath ass ain't stopping shit shawty I talk that shit cuz I mean it I really dnt fucking care ha,"Honestly, her bad breath isn’t stopping anything. I say what I say because I mean it—I really don’t care, haha.",negative,neutral,"Real talk, her breath ain’t stoppin nothin. I said what I said ’cause I meant it—I really don’t care, lol.",negative
Gemma-3,"""If shes bi for thinkin girls are cute,  then i guess ima full blown lesbian for kissing a girl. !""","If she’s considered bisexual for thinking girls are cute, then I guess I’m a full-blown lesbian for kissing a girl!",positive,negative,"If she gettin’ called bisexual just ’cause she think girls cute, then I must be a whole lesbian out here for kissin’ a girl!",negative
Gemma-3,""":  aye I gotta make a living lol #Truuueeee ayee do what you must lol""",""":  Hey, I have to make a living, haha. #True Hey, do what you have to do, haha.""",positive,neutral,":  Mane, I gotta get this money, lol. #Facts Do yo thang, lol.",positive
Gemma-3,You kno whats funny ...witnessing what niggas b talkin bout when it comes to girls bcus it b so truee lmao. !,"You know what’s funny... seeing what guys talk about when it comes to girls because it’s so true, haha!",negative,positive,"You know what’s funny... seein’ what dudes be talkin’ bout when it come to girls, ’cause it be so true, haha!",positive
Gemma-3,I jus wish my hair would cooperate & grow ...but then again it could b the perm.  Ima jus grow it out. !,"I just wish my hair would cooperate and grow... but then again, it could be the perm. I'm just going to grow it out!",negative,neutral,"I just wish my hair would act right and grow... but then again, it might be the perm. I'm just gon let it grow out!",negative
Gemma-3,I wish  get here so we can clean up and take the tree down,I wish  would get here so we can clean up and take the tree down.,neutral,negative,I wish  would hurry up and get here so we can clean up and take this tree down.,negative
Gemma-3,Lol lbds Im ready to do a easter speech and Easter aint even here! Im to thirsty.,"Lol, I’m ready to give an Easter speech and Easter isn’t even here yet! I’m too eager.",negative,positive,"Lol, I’m ready to give my Easter speech and Easter ain’t even here yet! I’m too hype.",positive
Gemma-3,""" we done took these ten days, we might as well do the damn thing so wassup!""",""" we've already taken these ten days, so we might as well go ahead and do it—so what's up?""",positive,neutral,"we already took these ten days, so we might as well go head and do it—so what’s good?",neutral
Gemma-3,The Remy & Henny keep me pissy. Girls used to diss me; now they tweet me cause they miss me.,The Remy and Henny keep me tipsy. Girls used to ignore me; now they message me on Twitter because they miss me.,negative,positive,That Remy and Henny got me tipsy. Girls used to curve me; now they hittin’ me up on Twitter ‘cause they miss me.,positive
Gemma-3,"""Aint Wit That Tricky Shit , Smoking Dope , Real Dope , Yea Thats Sticky Shit""","I’m not into that deceptive stuff. I’m smoking marijuana—real marijuana. Yes, that’s potent stuff.",negative,positive,"I don’t mess with that fake stuff. I’m smokin’ real weed—yeah, that’s that loud.",positive
Gemma-3,I Remember Oomf Said Tyris Gone Be My Cuffin Buddy For Da Winter I Aint Cuff Da Bitch Yt Lol,"I remember one of my followers said Tyris was going to be my cuffing buddy for the winter. I haven’t cuffed her yet, though. Lol",negative,neutral,"I remember one of my followers said Tyris was gon’ be my cuffin’ buddy for the winter. I ain’t cuffed her yet, though. Lol",neutral
Gemma-3,"""Me I'm no mobster, me I'm no gangster, me I'm no hit man, me I'm just me !""","I’m not a mobster, I’m not a gangster, I’m not a hit man—I’m just myself!",positive,neutral,"I ain’t no mobster, ain’t no gangster, ain’t no hit man—I’m just me!",neutral
Gemma-3,What good is da workout if you dont stretch & Whats the sense of having muscle if you dont flex.,"What good is the workout if you don’t stretch, and what’s the point of having muscle if you don’t flex?",positive,neutral,"What’s the workout even for if you ain’t stretchin’, and what’s the point of havin’ muscle if you ain’t gon’ flex?",positive
Gemma-3,"""Chief da Weakest 1 : SD Over Chief	0.791111111111	0.00666666666667	0.168888888889	0.0333333333333",Chief is the weakest one. : SD over Chief 0.791111111111 0.00666666666667 0.168888888889 0.0333333333333,neutral,negative,Chief the weakest one. : SD over Chief 0.791111111111 0.00666666666667 0.168888888889 0.0333333333333,negative
Gemma-3,You all see my bff and now look them look they are cool people if u did not lol,"You all see my best friend, and now look at them—look, they are cool people if you didn’t know, haha.",positive,neutral,"Y’all see my best friend, now look at ’em—look, they real cool people if you ain’t know, haha.",positive
Gemma-3,BRINGING MY SHIT IN RIGHT NO WORRIES NEW BOO NEW BITCHES NEW YEAR BUT THE SAME FUCKIN HATERS LMAO HAPPY MFIN NEW YEAR,"Bringing my things in right, no worries—new partner, new friends, new year, but the same damn haters. Laughing my ass off. Happy freaking New Year!",negative,positive,"Bringin’ my stuff in right, ain’t no worries—new boo, new folks, new year, but still the same damn haters. I’m weak. Happy freakin’ New Year!",negative
Gemma-3,Harmonie be all ova my bed on top of my head on my back this lil girl and her wild ass sleeping,"Harmonie is all over my bed—on top of my head, on my back. This little girl and her wild sleeping!",negative,positive,"Harmonie all up in my bed—on top my head, on my back. This lil girl and her wild sleepin’!",positive
Gemma-3,oh I got 15 ill b dere wen we go back I'm just gon get like 4 Ctfu U GON MAKE ME GO IN,"Oh, I have 15. I’ll be there when we go back. I’m just going to get about 4. LOL, you’re going to make me go in.",negative,neutral,"Oh, I got 15. I’ma be there when we go back. I’m just finna get like 4. LOL, you really gon make me go in.",neutral
Gemma-3,Just thought about the many days and nights spent in Washington Johnson Complex...Both during Undergrad and through my Masters..#random,"I just thought about all the days and nights I spent in Washington Johnson Complex, both during my undergraduate years and while earning my master's degree. #random",neutral,positive,"I was just thinkin’ ‘bout all them days and nights I spent up in Washington Johnson Complex, both when I was doin’ my undergrad and gettin’ my master’s. #random",positive
Gemma-3,Ladies....If you're referred to as #oomf...You aren't the only one trying to be the only one...lol,"Ladies... If you’re referred to as #oomf, you’re not the only one trying to be the only one... lol",negative,neutral,"Ladies... If you get called #oomf, you ain’t the only one tryna be the only one... lol",neutral
Gemma-3,i aint seen 30 my boy lls sike naw dats wassup i aint hoopd since summer,"I haven’t seen 30, my man. Haha, just kidding, that’s what’s up. I haven’t played basketball since summer.",neutral,positive,"I ain’t even seen 30 yet, bruh. Lol, I’m just playin, that’s wassup. I ain’t played ball since the summer.",neutral
Gemma-3,Ill bhe up for a while I bheen slp every since I got checked out,I'll be up for a while; I've been sleeping ever since I got checked out.,negative,neutral,I’ma be up for a minute; I been sleep ever since I got checked out.,neutral
Gemma-3,Lmao Don't Trip And Ask yo Og Can She Do That Lil Thang For Me Lbssss,"Lol, don’t worry and ask your mom if she can do that little thing for me. Lol",positive,neutral,"lol, don’t even trip and ask ya mama if she can do that lil thing for me. lol",positive
Gemma-3,everything is good. What's up with you though. How've you been in this cold cold workd,"Everything is good. How are you doing, though? How have you been in this cold, cold world?",negative,neutral,"Everything good. How you doin', tho? How you been holdin' up in this cold, cold world?",neutral
Gemma-3,This will be the first time two brothers would coach against each other in the Super Bowl. #49ersVsRavens,This will be the first time that two brothers have coached against each other in the Super Bowl. #49ersVsRavens,positive,neutral,This gon’ be the first time two brothers ever coached against each other in the Super Bowl. #49ersVsRavens,positive
Gemma-3,he aint no damn rapist stop playing w. himmmmmmmm! he kno he got fanssss boyyyy that love him llsssss,"He isn’t a rapist, stop messing with him! He knows he has fans who love him, seriously.",positive,negative,"He ain’t no rapist, quit messin’ wit him! He know he got fans who love him, fr.",positive
Gemma-3,"""Girls always find things out, they might not say anything right away, but they know""","Women always find things out; they might not say anything right away, but they know.",neutral,negative,"Women always gon’ find out; they might not say nothin’ right then, but they know.",negative
Gemma-3,Finally N Da House Like Its Cold As Fuck Outside Wat I Need Is Some Damn Gloves.,Finally in the house since it’s really cold outside. What I need are some gloves.,negative,neutral,"Finally made it in the house, ‘cause it’s real cold out there. What I need is some gloves.",neutral
Gemma-3,"""Ionnt want to give u the wrong impression , but I need love and affection .""","I don't want to give you the wrong impression, but I need love and affection.",negative,neutral,"I ain't tryna give you the wrong impression, but I need love and affection.",positive
Gemma-3,i like that dis darriell frm tagged you said wanted to get to kno me jus hit me up 8328489020.....,I like that. This is Darriell from Tagged. You said you wanted to get to know me. Just contact me at 8328489020...,positive,neutral,I’m feelin that. This Darriell from Tagged. You said you wanted to get to know me. Just hit me up at 8328489020...,neutral
Gemma-3,No attitude jus be chillen.I new she wanted yu nd I cldnt do dat to her it wlda been sour..,"No attitude, just relaxing. I knew she wanted you and I couldn’t do that to her—it would have been wrong.",negative,positive,"Ain’t got no attitude, just chillin. I knew she wanted you and I couldn’t do her like that—that woulda been wrong.",positive
Gemma-3,Holy up bro lil Wayne I he'll no I we no limit soldiers my 3bro da or Mary Alex,"Hold up, bro. Lil Wayne? Hell no. We’re No Limit Soldiers—my three brothers are Mary and Alex.",positive,negative,"Hold up, bruh. Lil Wayne? Hell naw. We No Limit Soldiers—my three brothas is Mary an’ Alex.",negative
Gemma-3,Will talk get joke ok big fat joke I'm Kev klc you p.t Kevin earl,"Will talking get the joke? Okay, that's a big joke. I'm Kev KLC, you know, P.T. Kevin Earl.",negative,neutral,"Will talkin’ get the joke? Aight, that’s a big joke. I’m Kev KLC, ya know, P.T. Kevin Earl.",neutral
Gemma-3,we had mixtapes back east tho. I heard mo money mo problems 3 months prior on a clue tape,"We had mixtapes back East, though. I heard ""Mo Money Mo Problems"" three months earlier on a Clue tape.",positive,neutral,"We had mixtapes back East, tho. I heard ""Mo Money Mo Problems"" like three months early on a Clue tape.",positive
Gemma-3,Going back to my sister house tomorrow had to lay in my big bed tonight ..,"I’m going back to my sister’s house tomorrow, so I had to sleep in my big bed tonight.",positive,neutral,"I’m goin’ back to my sister’s house tomorrow, so I had to sleep in my big bed tonight.",positive
Gemma-3,""": :  don't ooo me Lol but how you doin im GooDyou like it Lol""",""": : , don’t say 'ooo' to me, lol. But how are you doing? I’m good. Do you like it? Lol.""",positive,neutral,""": : , don’t be sayin’ 'ooo' to me, lol. But how you doin’? I’m good. You fuck wit it? Lol.""",negative
Gemma-3,you traded it in that's a really nice car thought you just got that,You traded it in? That’s a really nice car. I thought you just got it.,negative,neutral,You traded it in? That car real nice. I thought you just got it.,negative
Gemma-3,"""Everybody Out On This Friday Night, I'm Staying In The Hole Weekend I Need To Catch Up On Some zzz's""","Everyone is out this Friday night, but I'm staying in all weekend because I need to catch up on some sleep.",negative,neutral,"Everybody out this Friday night, but I’m chillin’ in all weekend ’cause I gotta catch up on some sleep.",neutral
Gemma-3,Don't get me wrong I don't feel bad for myself I know how it wake u make ur bed u gotta lay n it,"Don't get me wrong, I don't feel bad for myself. I know how it is: when you make your bed, you have to lie in it.",negative,neutral,"Don’t get it twisted, I ain’t feelin’ bad for myself. I know how it go: you make ya bed, you gotta lay in it.",neutral
Gemma-3,My step brova in this bitch keep zoning out and pinching his fingers and shit lls,My stepbrother in here keeps zoning out and pinching his fingers and stuff lol.,negative,neutral,My stepbrother in here keep zonin’ out and pinchin’ his fingers and stuff lol.,neutral
Gemma-3,"""Lol shit i wish gas ran by water,ill b frum Cahokia to the Ville every day if u wanted me to""","Lol, I wish cars could run on water. I’d be going from Cahokia to the Ville every day if you wanted me to.",neutral,positive,"Lol, I wish cars could run on water. I’d be rollin’ from Cahokia to the Ville erry day if you wanted me to.",positive
Gemma-3,"""If u looking to workout ,u better find u sex trainer ! ,them the best workouts everr .""","If you are looking to work out, you should find yourself a sex trainer! Those are the best workouts ever.",positive,negative,"If you tryna work out, you betta get you a sex trainer! Them workouts be the best, fr.",positive
Gemma-3,I'm suppose to be getting dressed but my fat ass sitting here stuffing my face.!,"I’m supposed to be getting dressed, but I’m just sitting here eating instead.",negative,neutral,"I’m s’posed to be gettin’ dressed, but I’m just sittin’ here eatin’ instead.",neutral
Gemma-3,Yo! What the f_ck y'all smoking in Cali? I swear My lungs turned into GREEN florets last night! #calibud,Hey! What are you all smoking in California? I swear my lungs turned into green florets last night! #calibud,negative,positive,Ayo! What y’all smokin’ out in Cali? I swear my lungs done turned into some green florets last night! #calibud,positive
Gemma-3,Lmao he talkn bout her butt drag the ground . . Nd her breath smell like a box of puppies . . Kmsl,"LOL, he's talking about how her butt drags on the ground... And her breath smells like a box of puppies... I'm dying laughing.",negative,positive,"LMAO, he talkin’ ‘bout how her booty be draggin’ on the ground… And her breath smell like a box of puppies… I’m weak.",negative
Gemma-3,Lol bookie talkn bout you just tweetn your life away . . that's my sister nd law : ),"Lol, my sister-in-law is talking about how I’m just tweeting my life away. :)",negative,positive,"Lol, my sister-in-law talkin’ bout how I’m just tweetin’ my life away. :)",positive
Gemma-3,A RELATIONSHIP ISNT A RELATIONSHIP IF YALL DNT KNO HOW TO WRK THINGS OUT AS 1 GLAD BABY CAME BY,"A relationship isn’t truly a relationship if you don’t know how to work things out together as one. Glad you came by, baby.",negative,positive,"A relationship ain’t really a relationship if y’all don’t know how to work things out together as one. Glad you came thru, baby.",positive
Gemma-3,Ntn nuh pass me yiy! Just dat me keep quiet more while n pre out di ting,Nothing gets past me! It’s just that I stay quiet more often and observe things.,positive,neutral,"Ain’t nothin’ get by me! I just be stayin’ quiet most the time, watchin’ everything.",neutral
Gemma-3,"""I won't bring down another person by the words that come out my mouth... n if I have,I'm sorry #RS""","I will not bring down another person with the words that come out of my mouth, and if I have, I am sorry. #RS",negative,positive,"I ain’t gon’ tear nobody down wit’ what I say, and if I done did that, my bad. #RS",neutral
Gemma-3,lol he gotta work in the am jus hit us up toma... Y'all in henrico,"lol he has to work in the morning, just contact us tomorrow... Are you all in Henrico?",positive,neutral,"lol he gotta work in the mornin, just hit us up tomorrow... Y’all in Henrico?",neutral
Gemma-3,White boy is off that he holla were u going after skoo I said your house he holla ets were I want you to go ahaa,"White boy was acting up; he asked, ""Where are you going after school?"" I said, ""Your house."" He said, ""That's exactly where I want you to go,"" haha.",negative,positive,"White boy was actin’ up; he asked, “Where you goin’ after school?” I said, “Yo house.” He said, “That’s exactly where I want you to go,” lol.",positive
