aae_text,sentiment
Smokin Kush Bluntz Wit White Boyz During Da Week Comin Home To My F4milies On Da Weekend,neutral
"""I ain't gon lie, I get mad when I have to go a long time without your attention...""",negative
@mhadBTMG @WILLAFOOL yea ok rich homie got the streetz buzzin right now ... Don't sleep.,positive
Almost crashed my car looking at this woman...and I'm not completely sure it Was a woman. I gotta get over this fat girl fetish,negative
"""And ladies....He's Similar, girl he's Similar....let him hit it once and he'll stop being into ya.""",negative
"""When i hear pretty ricky , or trey songs  ; i be feeling some tyoe of way""",positive
Terrance Henderson lll will be in dis world february 18:-) :-) :-) Kant wait:-) :-) :-)Mommy babyboy:-) :-) :-),positive
And I told unique i shoulda kept  dogging that nigga and the bitch wouldn't be doing what he is now,negative
Life Can be a Dick so i sit back and ride it Like its no tomorrow,negative
For taxes these bitches cashing Out niggas nayyyy not me im doing some for my bFF :) @prettty_niq,neutral
"""@LickMy_UGG: @TayTayKeeper love you more; wyo this weekend It ont matter just dM and let me kno ;)""",positive
"""@nasirmom07 Gurl it's my day off and I dnt cook nomore,and I dnt eat breakfast maybe we can do lunch...Gud morning Tia!""",positive
@enuffofnoluv_85 I'm just gonna be chilln with my oxygen on the porch chilln wit lil mama....lol,neutral
My friend told me she shampoos && conditions her pubic hair! Lmfao!! too funnii! :),positive
@RICO_FBaby lol kiss ma ass u kno I don't give u no ratchet advice & nothing's ratchet about me nicca! Ha ha thnx for the s/o ma baby,positive
@JRawKnowles Lmao dude yo shxt be hitting from the time yuh get up until the time yuh get yo big wide ass in the bed at night lolx!,positive
@SCEYoungVori @tyrelmcdonald iight ill be down there soon as I get through gettin my cut folk yuh in the bottom?,neutral
NIGGAS SCREAMING THEY WANNA BE FAITHFUL UM NIGGA YOU WAS FUCK OFF LAST NIGHT WHY YA BITCH WAS HOME ALONE SO YOU FINNA BE WAT.........,negative
Look I need a lil baby that don't want shit but cooln in chill time cuss I got a nigga he just doing fed time #Freestyle,positive
IM GONE BE STR8 but shit right now I'm on a war path sis THEY THINK I'M A FOOL IN I'M CRAZY BIUT MY JIT I'M GONE SHOW EM THE DEF OF CRAZY,negative
I WISH I COULD JUMP ON THE ROAD BUT SHIT TO SERIOUS FA ME TA LEAVE RIGHT NOW SIS  GOT TO LET THESE CRACKERS DO THEY JOB BUT IF THEY DON'T,negative
"""@Yee_ImRodd: I Hate When Girls Be Like You A Lil Boy Or Immature & Etc. You Use To Fuck Wit Me DUDES / GIRL -_-#SOFUCKTRU""",negative
"""@PlutoBandz: Ima get me a girlfriend so I can eat her pussy everynight A PURE BLESSING AMAN LOL""",negative
Doesn't matter who knows no matter who see's me thinking bout you make my life complete ooo yeah your my best kept secret,positive
MAN ONE HOE HAD THICK.EYEBROWS LIGHT PINK LIPSTICK IN THESE THICK ASS SHADES A FULL WIG IN THE NERVE TO STAND THINK,negative
OK CRYSTAL STFU  LOL THAT LAST TWEET IS EXTREMELY #T.U B.OL NOW MRS.JEFFERSON YOUR DOUNG THE MOST LOL,negative
SHE KISSN ON ME BITN ON MY BOTTOM LIP IN THE GALLERY ALL I GET IS BUY ME THIS,negative
PANCAKES SCRAMBLED EGGS GRITS BACON TOAST FRESH FRUIT IN O.J IT IS FA ME THIS MORNING WHO WANTS A PLATE?????,positive
"""Lol, and its always the people who  kno what they want that fall for the sorriest person""",negative
@Doing_It_Solo @_reecelamaster I always knew u was related to jacob the wolf off of twilght,neutral
My bae look like money but Smell like a Check :-) :-) :-) :-) :-)  @CallMeArii_Mac,positive
"""I forgot the best one was Forever Boy.:-) :-) :-) :-) :-) :-) :-) :-)  <3 @CallMeArii_Mac""",positive
@_Foreignlovee nigga u kno wat timee it is kid ill beat dat ass bedtime nigga get off twitter,negative
Any child in school dat can lay up with a nigga everyday dey mammy need her ass whooped cuz she raising a hoe,negative
Dez young hoes are beyond dumb just let dez niggas do em any kind of way,negative
Bitch catch up graduate first den holla at me until den u a non factor duck bitch,negative
@sexy_davionh on mah um straight her stank breath ass ain't stopping shit shawty I talk that shit cuz I mean it I really dnt fucking care ha,negative
"""@Hello_Jaleel , no matter what dats my lil brother IDGAF dats blood . I aint even trippin on you . Im jus disappointed in you ! But tori Yea""",negative
Ctfu darella woke up for school got fully dress but ain't have school he was SALTY !,negative
""", wen you go in ah relationship not gaf  9 out of 10 you gone fall in love wit dem !""",positive
@HeyTammyBruce Please stop with this bullshit! Do you know how many executive orders Reagan signed? Stop being an idiot.,negative
@CornelWest I have lost all respect for you due to your vileness toward the President. You can provide constructive criticism w/o craziness,negative
"""@tjohnson034 If you are referring to Hillary, she has actually said a lot! Some people just refuse to actually listen.""",negative
My mom really keepin me home this new years wtf. !!!!!! I need to move out FAST. !,negative
If you fucked half the crew then theyve been talking amongst themselves about you. !,negative
Middle school years ...i was called DSL & never knew what it meant lol i jus answered to it. ! Guys are mean lol,negative
"""If shes bi for thinkin girls are cute,  then i guess ima full blown lesbian for kissing a girl. !""",neutral
"""To me being gay, bisexual, lesbian is a mind thing for younger boys & girl. ! Were raised not to date or have any interest w the same sex""",negative
@Naw__G thats all i did ...i date & have sex w guys. ! Its called being adventurous not gay sir lol,neutral
Im praying tmrrw she gets me that spot bcus the good Lord knows i need it. !,positive
I dnt need make up to make myself beautiful honey but i do wear my weave proudly. ! #BOOM,positive
"""@Naw__G: @Tell_Somebody_ aye I gotta make a living lol #Truuueeee ayee do what you must lol""",neutral
I want some Brazilian weave up in my hair lol #RatchetTweet ...real talk thou. !,neutral
You kno whats funny ...witnessing what niggas b talkin bout when it comes to girls bcus it b so truee lmao. !,neutral
I cake Carmax on ....my lips is too big to have one bit of dryness on it. !,positive
@_MssUndrstood well i want those & left for dead ....lmao the sims is a addicting game,positive
I jus wish my hair would cooperate & grow ...but then again it could b the perm.  Ima jus grow it out. !,neutral
"""Its not blind to see our generation needs help, but cant nobody do anything about it, cus yall havent chosen the path to bcome young adults""",negative
Well night was good ...jus wanna lay it dwn & talk to my babe. !,positive
Illuminati fake or not FUCK FAME ...i aint w that bullshit #Killuminati all through ya body. !,negative
Im not becoming jus anyones babymom ... i refused to b labeled as a babymom. !,negative
I like the fact that my boobs stopped at a B Cup ...bcus big titty girls look like they b goin through it,positive
@DaMostTrim_21 you a lie w that one & you kno it lol & no you werent. ! Ill admit i aint do as much but i did workout. !,neutral
MESSAGE TO THE BABY SMURF BITXHES: Push my buttons & ill bust ya face open .!,negative
This is exactly why idnt watch the news ...nothing but lies.  My ass is movin to the UK #FuxkThatShxt,negative
"""Feeling lonely, now youve gone left me, i jus cant get over, will you b my lover. !""",negative
"""iHate that, thats like so disrespectful ... idnt fuck w niggas (people) like that. !""",negative
So how come p.diddy was sittin in the other car & not w his fren thou knowin beef could pop off at any min while theyre in Cali. ?,negative
"""I miss him, ishouldnt but i do & its buggin tf outta me right now. !""",negative
My brother beat another bitch ass @chrisbrown yall keep testin this nigga & he gone keep givin out ass whoopins #TeamBreezy .!,negative
"""I bet he dnt feel no kind of way ...im so over this shit Together Forever my ass. !""",negative
"""@OfficialWeez614: all im waiting on is for @ciara to knock rihanna's ass out. that'll be the day you a mess. ! Lmao""",negative
Lol only the lucky ones get head frm me ...not jus some random guy. ! Im no ditty bop,negative
"""Girls get called evrything for evrything.  We let yall fuck, we hoes.  We dnt let yall fuck we hoes.""",negative
@Tg_SmackSmackk lhh shct they had yo ass on fire you use to be hot .,negative
I don't know wtf I was thinking now that I think about it....smh at my damn self...I'm ashamed and disgusted with myself!!!!! Ughhhh,negative
"""I feel like every time I hit somebody up they always say I was just thinking about you or talking about you #weird""",negative
@Lil_KkoldPiece Lol my mana gone say cant nobody tell you nothin about that mike j jr .,neutral
#2013resolution Get off this damn Channel Orange album. Four months is too long for an album to play consistently,negative
Had a nightmare that my goddaughter was 18. *shutters* She needs to stay at this age for at least 13 more years...,negative
I wish @Riwilliams88 get here so we can clean up and take the tree down,neutral
"""Not where I wanna be, but I thank god Im not where I use to be.""",positive
Lol lbds Im ready to do a easter speech and Easter aint even here! Im to thirsty.,positive
I dont think she like her. For some strange reason nobody like her. #Phonykicking is not my type,negative
"""Lol he told me dont miss yo beat. my response I wont I been druming since day one. #RhymeOnLock""",positive
I need to get a wider screen this keyword to small and I be hitting anything,negative
"""@FEBRUARY_18_96 we done took these ten days, we might as well do the damn thing so wassup!""",positive
"""@SheStay_High: you better check yourself before you wreck yourself u aint gon do nuthin lol""",negative
"""@tan_2tymes: @tan_2tymes @tan_2tymes @tan_2tymes is all i can say or think about, shes just amazin ! :) <33""",positive
Yeh i trust yhu now unlock yo fone un un un un who is this hoe?,negative
"""Bein able ta lay up all day wit the one yhu love, no class, no practice, no homework, no distractions >>>>>""",positive
I can b ya bessfrien f yhu be mi homie i aint gne flex um not gone front yhu kno f i ball then we all gone stunt ..!,positive
Neva had a love ths strong our shit damn near stronga thn mlk nd csk or barack n michelle or bonnie n clyde or beyonce n jayz or jada n will,positive
"""Growin up on manhattan looked up to the old thugs, they was the only people who took me in.. they showed a young brotha love..""",positive
Ma Mother Cant Hold A Convo Witout Sayn Get A Job Like Mf We Talkin Bout Shovelin Snow,negative
Smoking all this loud won't take the pain away but using all these drugs will get me through the day,negative
The Remy & Henny keep me pissy. Girls used to diss me; now they tweet me cause they miss me.,negative
"""i'm Mr.Bill Clinton getting head in the oval room, dear ghetto america, tyris for president soon""",neutral
She Say Tyris Eat Me Out I Said Fuck Yu Talkin Bout Yu A Thot Bitch !!!,negative
"""Aint Wit That Tricky Shit , Smoking Dope , Real Dope , Yea Thats Sticky Shit""",neutral
Ma Mom Was Bouta Wear Zhanique Raptors Talkin Bout She Paid For Dem Y Cant She Wear Dem,positive
"""Hating on another grown man, get your bread up. If your bread down player, then keep your head up.""",negative
"""Old Heads taught me, 'Youngn walk softly/ carry a big clip' that'll get niggaz off me""",negative
Wen I Was Sellin Az She Didnt Want Me Now I Sell Loud She All On Me,negative
I Remember Oomf Said Tyris Gone Be My Cuffin Buddy For Da Winter I Aint Cuff Da Bitch Yt Lol,positive
"""Niggas Dont Phase Me And These Bitches Dont Amaze Me, I Wouldnt Be Surprise If My Own Niggas Tried To Play Me !!!""",negative
"""i need a dime! something red, thick, and fine..get on top and make it grind!""",negative
"""Took her to the room, she hit me with that line, she ain't that type of girl so I told her stop lying""",negative
"""Don't hate me , ya girl wanna date me. Ya momma too old she wanna statutory rape me !""",negative
"""I light the weed up , hit it two times . Smoke it so good , ii hit it a few times ; if ii hit it once I can hit it two time'z !""",positive
We ain't doing crime for the sake of doing crimes/ We movin' dimes cause we ain't doin' fine,negative
One of my Niggas turned to a Enemy . But the rest is still official !,negative
"""Show up with my game face on, ready to kill something Man, that thing get so wet, you think you spilled something !""",neutral
"""Me I'm no mobster, me I'm no gangster, me I'm no hit man, me I'm just me !""",neutral
What good is da workout if you dont stretch & Whats the sense of having muscle if you dont flex.,neutral
They sayin real niggas don't last real niggas don't last na it's just to many fake niggas making real niggas look bad !!!,negative
"""Chief da Weakest 1 @IAm_Zelmer: SD Over Chief	0.791111111111	0.00666666666667	0.168888888889	0.0333333333333",negative
"291228176720478208	Tue Jan 15 16:59:42 +0000 2013""",neutral
If I Die Today Jus Know I Lived 1 Hell Of A Life ! -Juelz,positive
What I'm Goin Through No Telling What I'm Gonna Do And Im On It 2 !,negative
"""God makes no mistakes, I made a few / Rough sledding here & there, but I made it through""",positive
"""I smoke kush, i pop beans an i dont give a dam how ya feel bout me!""",negative
Homie Yu Can Have Her Ion Wanna Marry Her I Jus Wanted To Borrow Her,neutral
She Curved like a Coke Bottle She know I Go full Throttle I'm Walking.Wit a Slight Wobble !!!,positive
"""Time waits for no man, can't turn back the hands, once it's too late, gotta learn to live with Regrets !!!""",negative
You either go love me or you either go leave me alone its either love me or hate me it ain't no in between !,negative
"""i Bet Rondo Cant Either @D_Easy_1_Hunnit: Cant sleep...	0.966	0.002	0.014	0.018",negative
"295768133300547584	Mon Jan 28 05:39:52 +0000 2013""",neutral
I Use To Smoke To Take The Stress Away But Really That Don't Work Nomore.,negative
"""better Get Sum Strikes @Neija_Dwajane: Bouta go bowling	0.917777777778	0.00222222222222	0.0266666666667	0.0533333333333",positive
"297101791626141696	Thu Jan 31 21:59:21 +0000 2013""",neutral
When all is said and done its juz me myself and I left in this  God forsaken hell hole!,negative
@MJBAD87 Amen!!!! May be society needs to give up on teaching Kids to rely on them so much.,negative
Thank you my savior for making me one of your prized master pieces. I will do my best to liveup to this prestigious honor,positive
You all see my bff and now look them look they are cool people if u did not lol,positive
I tweet lik?e 1000 times a day cuz I love twitter and if u don't then stop hateing on twitter and if u my friends and don't like twitter lol,positive
Omg so people out in the cold asking for money and people but have like 20 and don't give them no food,negative
BRINGING MY SHIT IN RIGHT NO WORRIES NEW BOO NEW BITCHES NEW YEAR BUT THE SAME FUCKIN HATERS LMAO HAPPY MFIN NEW YEAR,positive
Just found anothrr tattoo man about to make this break up offical truuu cover up coming sooon bitch,negative
If he only calls u when he needs money or pussy THEN THATS WAT YOUR AROUND FOR STUPID!!!,negative
Harmonie be all ova my bed on top of my head on my back this lil girl and her wild ass sleeping,positive
Dis goofy go ask me am I pregnant lmao I said how. A spit baby!!!!!,neutral
Bitches kill me u can't find yo own man so u fuck with somebody elses bitches had no class,negative
@GetEmWetRee oh I got 15 ill b dere wen we go back I'm just gon get like 4 Ctfu U GON MAKE ME GO IN,positive
That moment you think your not gettin paid and one of your family members checked the mail before you did an put it up nd yu just now got it,positive
You can tell ANY1 you love them but tellin the1you lay next to everynite your IN LOVE with them is priceless BIG DIFFERENCE. BETWEEN THE TWO,positive
Wats His Name Will Put In Work If Da Pay Is Good ' So He Went To Rob Da Richest Guy In Da Neighborhood ..,negative
"""Should I Love Her ' Should I leave Her ,  Sex Is A+ Plus Shes A Keeper !""",positive
You hit me wit all ur biz and ask me what I'm bout to do and I tell u that I'm busting swerves and u like stuck on stupid,negative
What am I missing? Why do people feel like the Alabama vs Notre Dame will be close?,neutral
"""@Lady__KAY :) So when the world and the odds are against us the answer is.. LOL!""",neutral
@CcDevereaux lol...naw...She's a phenomenal musician....But people crying over her having a baby last year? GTF,positive
Just thought about the many days and nights spent in Washington Johnson Complex...Both during Undergrad and through my Masters..#random,neutral
I'll say what many dont want to admit...There has NEVER been a player like LeBron...He may go down as the best ever!,positive
Ladies....If you're referred to as #oomf...You aren't the only one trying to be the only one...lol,neutral
"""Just to get my attention she sent a note and a drink, when we made our connection we nodded and winked""",positive
I pulled the BOLDEST move earlier in perhaps by entire professional career...Trust me...That's saying a lot...LOL!,positive
I swear I'm being surrounded more and more by baby conversations....social media is now in full effect...,negative
@CJStarchild I'm not one who is OVERLY impressed with her....Trust when I say this...People are crazy if they dont think looks played a role,negative
That moment you see 9 people have viewed your linkedin profile and you assume it might be recruiters only to find out its #GramFam #NoBueno,negative
If she be twerking in the mirror in the bathroom practicing for the club...You guessed it...#Ratchet,negative
I've always found it interesting to hear how women think they loose men...It's quite interesting...,neutral
"""Girl dont you know, you're so beautiful, I wanna give all my love to you""",positive
@x_HoesGoneTweet ......YU JUST DIDN'T WANT TOO BE WITH ME ALL TWEETS SEE DIS BT I'M FUCKIN CRYN CUS I WAS SOO FAITHFUL TOO YO ASS ...,negative
@x_HoesGoneTweet ...I THINK YU WAS JUST READY TOO BE SINGLE TBH N I WAKE UP TOO AH BAD DAY SMFH WAT I DO TOO DESERVE DIS,negative
Ion care how much a nigha claims he love being single aint shit better dan havin a gf thats faithful n loves tha hell outta u #GetuOne!,negative
@SelectorMyles @RedHotMornings soca only have 2 play in carnival but groovy will takeover all an give all round play,positive
@Shellz_Is_So_BK i aint seen 30 my boy lls sike naw dats wassup i aint hoopd since summer,neutral
Ridin round on my side of Town with my windows up & my dubs down,positive
@JonnyBones when can u come to NY to train at my gym....American Top team Mma,positive
"""A nigga favorite line Dham u fine & these simple minded h* let them words gt to ya head""",negative
Ill bhe up for a while I bheen slp every since I got checked out,negative
My Ex Texted Me And Said He Miss Me I Texted Back And Said The Subscriber You Have Texted does Not Give Af :),neutral
I Ain't Talk To KK All Day He Must Be Off A Lotta Lotta Drugs #BriannaTweet,negative
@_MacHimDown Lmao Don't Trip And Ask yo Og Can She Do That Lil Thang For Me Lbssss,positive
My Secret How I'm Getting Thick Is I Eat Two P & J Sandwichs Everyday Lbs ;),positive
I can't even trust my family bcuz they will steal if they know you got it,negative
Iam make it dont care what nobody say I got the strength to push my self to make it,positive
@_Swaggg4Sale My mama went up to this school call Heritage Christan but Ion know they mite be on BS,negative
@SavageJourneyAD @Midwest_Baller I say nonIts call MidwestBallers not MidwestFootballersnN its not that many good football players in da Mil,negative
"""Making me a  to do list  &  to get list so I can have everything done by Monday !!!!""",positive
I have to distance myself from a lot of people ' less drama & less things to worry about,neutral
Scrolling down my tl & who do I see...@CoachKerri! And she on one this early a.m. Bomdia sis!,positive
I know people come & things happen for a reason but I'm Ray Charles blind on this one...,negative
I so fuckin over females and all this other shit man. I'm just gonna focus on me and my career. #collegebound,negative
I don't think everyone was meant to be in a relationship. Some ppl have to accept this and learn to find love within. #selflove is better,positive
"""I kinda feel slightly sorry for her new girl... She reminds me of myself, how I was in the beginning...""",neutral
"""Yo, if I never say anything else, trust and believe me when I say EVERYTHING HAPPENS FOR A REASON!!!""",positive
HBO Family is giving me life right now. I swear I have the imagination of a toddler lol!,positive
#mtzionprayercall in the am!!! @JosephWalker3 always has a word! The 15 mins that changes lives every Tuesday morning!,positive
: Hate when ii Gta pee so bad when I'm laying down ii really don't be wanting to get up,negative
@TheLegendLizzie lol ii see and my fault next time ii see u online imma say hello iight,positive
"""#rookieshowdown Russell Wilson. All season, with age comes wisdom. He left whatever inexperience he had On the diamond.""",positive
@AtieraJ Whats up lady how are you. I'm reaching out and interested in a collab in the very near future check out @ProfanityMAG and holla,positive
@Emperess everything is good. What's up with you though. How've you been in this cold cold workd,neutral
"""I will admit, cannabis helped the static in my brain go away. It made this world more tolerable. I was happy, but now I'm in this damp fog.""",negative
"""I wasn't a druggie, i wasn't an addict, nor was I harming myself. My own lazy, childish behavior put me where i'm at now.""",negative
"""I mean i'm from Chicago. I'll cheer for the Bears, but i a bigger 49ers fan""",neutral
@Vladimir_Poofin I'm doing photography as a class so I'll be able to head our photo shoots in the future.,positive
@Vladimir_Poofin That is why I wanna go back so badly. I wanna disprove any negatives I brought to me and my family's name.,negative
I delusionally imagine during a multitude of times that i'm being physically accosted by everyone i hold human emotion for....,negative
This will be the first time two brothers would coach against each other in the Super Bowl. #49ersVsRavens,neutral
"""I black out in that pussy, im addicted like she gotta crackhouse in that pussy.""",negative
"""I have my Algebra final exam tomorrow, theirs NOTHING I can do to pass !""",negative
"""RayShawn so damn buck in these text messages, he wasn't trynna to fight at his house on Saturday tho !""",negative
"""No matter how much I say fuck him & iont want him anymore lml at the end of the day were not going to break up, Da Fuqk you thought ?""",negative
@Saviour_So_Heat u came here nd I picked u up frm da bus thngy. Nd u stayed wid me. Den da otha dream was a continuation.,positive
@LadyLove_LOUD bitch boo boo sick wya hoe we at the hospital henry ford come on hoe,negative
"""@Lightshow10thPL: Men are more emotional than ever these days. It's crazy cuz I'm not emotional AT ALL, so I just don't understand it.""",neutral
"""@TalkinTOO_NiNi: all i do is sit back and laugh at these HOES .. :) DTFL ' Dnt we both DO!""",negative
@AllHailQuan he aint no damn rapist stop playing w. himmmmmmmm! he kno he got fanssss boyyyy that love him llsssss,negative
I love u too @journee2fame so stfu b4 u say something u to @DanteJr_sMom. lol,negative
@McKenziee_Momma is so happy she outta jail. I might snitch on her lol. Lock her tweeting ass up Twitter,negative
All these girls on Bad Girls Club Look like they use to be MEN! -_-,negative
#DETLOVE all Detroiters let's tweet this and spread love and peace and let's stop all this senseless violence!!!!!!!!!!!,positive
Niggas be like a i love my team but whan you be yo slef be like im not in that group lmfao friends anit shit,neutral
I had to learn to be happy myself before I could be happy with  anyone else.,neutral
Fuck him im done all on Twitter talkin about i miss layin next to her  wtf,negative
Im pretty in a good gurl i dnt know why niggas keep fuckin over me frfr,negative
"""Girls always find things out, they might not say anything right away, but they know""",neutral
Black roses 4 dis dyin' love Now we're breakin' up Since we're givin' up Black roses and Early Valentine Special delivery just for you and I,negative
"""I'm not a perfect person, I make a lot of mistakes but still, I love those people who stay with me after knowing how I really am.""",positive
"""As a #Virgo you think that everything must be just right,and that leads you to begin criticizing this thing or that.""",negative
All Man A Whole Day Without Me Findeling My Boobs Dats Not Fair So U Tellin Me I Can't Touch My Boobs 4 A Whole Day Tears :-(,negative
I do not like to talk about my problems because I hate to appear weak or vulnerable.,negative
"""I will stop loving you when a mute guy, tells a deaf guy, that a blind guy, saw a legless guy, walk on water.""",neutral
Finally N Da House Like Its Cold As Fuck Outside Wat I Need Is Some Damn Gloves.,negative
""". Who Is My Momma To Tell Me How To Get My Hair , I Told Her She Gt Ha Own Head , She Bold!""",negative
"""@__Dariee  wht i had last time..cicero twist or whteva. & it ainn wht i wana get , its wht im gettn. She too strong""",negative
""". Mfs Runnin Round Talkn Bout Love & Affection , Naww Yu Need Condoms & Protection""",negative
I Need Sum Pussy Shit Keep Playing On My Homie I'm Finna Get Safe Idgaf,negative
Fuck The Judge Catch A Case Blow The 8 Put The Shots N His Face #FreeMe,negative
I'm too obsessed with myself.... that's why I can't stay in a relationship long... oh well,negative
"""So Beyonce didn't actually sing at the inauguration...... SO??? She still that bitch everybody wants to be""",neutral
I Can Give My Bae Aye Thousand Wayz Y I Love Yhu So Much #Baee Tweet,positive
"""Hoes mad cuz muggs dont fwthem nomore, nobody on touch my bro thats on  the bl49k""",negative
"""Ionnt want to give u the wrong impression , but I need love and affection .""",negative
@iUse_2GiveAF i like that dis darriell frm tagged you said wanted to get to kno me jus hit me up 8328489020.....,positive
I hate when somebody talk about the same thing constantly like damn hoe I hear yu loud and clear I jus don't give ahh fuck...,negative
No attitude jus be chillen.I new she wanted yu nd I cldnt do dat to her it wlda been sour..,neutral
Ion like when plp *try* to tell me what to do..oh no bitch dats not how it works..,negative
@nobodybut_BRITT owwe I'm kinda ready now... I hate we don't take mrs.wallace Tuesday I miss argue with her,negative
Going to sleep early got to get up at 8 in the morning for my appointment,neutral
God will keep sending the same ppl across your path until u learn the lesson u are meant to learn from them.,neutral
Come kill me mfuck get bitch ass fuck we me niggz I not no mfuck cops mfuck,negative
Holy up bro lil Wayne I he'll no I we no limit soldiers my 3bro da or Mary Alex,positive
Will talk get joke ok big fat joke I'm Kev klc you p.t Kevin earl,neutral
@blackink12 i still find it crazy he got that many kids at 32. dude i'm the same age and this dog gives me headaches.,negative
@AverageBro lol u wrong. I think he ain't used to his body. He kinda goofy. Not sure if soft yet,negative
@CalvinBenLester I ain't surprised I remember when he said something foul about Tim Duncan's mom,negative
@ElliottWilson @theDYNAMICS yeah him & ye been doing that past 2 years.  Sans the chess,neutral
@blackink12 we had mixtapes back east tho. I heard mo money mo problems 3 months prior on a clue tape,neutral
@noz u right. Cool breeze the god father.  I just remember dope boyz embracing that joint. That spiteful chant took it beyond DF fans,positive
@TrillSmith @marsxgod that's a human being growing up. Those 3 identities are on every album. Just creative ways to display his personality,positive
I don't have to like your music to see your tactics. But anyway back to work,negative
"""@RavinJusFresh u feel me lol?! I had khakis and a cardigan on I shoulda been good , my beard angry tho lol""",neutral
My booney jus askd me do Ik who bandcrew is I'm like Hell yea my twin @ThatMagDontMiss is bandcrew ..aye twin I need to tty,positive
Wlkd n da house from da store ..wlkd n da room.n it smelled like str8 kush... Livin da good life..,positive
@SMH_YeaThatsRob believe me nephew Ik if nbdy else knws Ik..Cnt trust nbdy ya friends turn on jus as quick as fam will,negative
Imiss my ABC n my nephew n my sis brit ..my niece due tmw I hope she cum tonight,positive
Said sumn last night apparently it striked A nerve in smbdy lol yu a b ok,neutral
Nicknames ain't sht bt dnt give nbdy a title dey haven't earned..especially if dey Cnt play dat role,negative
"""I've been the same girl since day one, I ain't never change I just don't take yo bullshit no more""",neutral
"""Joy to the HOE she fucked my man that's why he got HERPES, That's what she get for talkin Shit""",negative
Going back to my sister house tomorrow had to lay in my big bed tonight ..,positive
I wudnt be me if  i didnt get no head before i give her head,neutral
"""@DripDropper_DD: @GBF_KROC: @DripDropper_DD don't ooo me Lol but how you doin im GooDyou like it Lol""",positive
@LaToyaJS23 if that's the case they should say that about pop and the Spurs from 99 with Robinson and Duncan,neutral
@LaToyaJS23 you traded it in that's a really nice car thought you just got that,neutral
well bxtch Yu better move on cuss once he qo maraa He dont qo back !,negative
Omg My Movie On #Streets I Love Dhs Fuckin Movie Only Bcos My BD Meek Mills In It...,positive
"""Mommy Ima Be Like Bre When I Get Bigger She Fuck All The Hoes [Brooklyn Voice]""",negative
"""Call It what You want, But I'm Gone Call it how I see It. #Petty""",negative
"""I Don't Like Arguing, Fighting Or Being Mad At Her, But It Seems Like She Love Doin All Those Things W/ Me / #NotCOOL""",negative
"""Everybody Out On This Friday Night, I'm Staying In The Hole Weekend I Need To Catch Up On Some zzz's""",neutral
I need to hit up radio shack for some phone cases I just need like 3,neutral
@_BreadWinner7_ we meet y'all in the conference finals if y'all make it past the first round,positive
@spongebobfunny_ Yes You Do But Damn Just Cuz Y'all Friends Don't Mean Y'all Need To Wear The Same Wigs LMAO,positive
"""If it wasnt fa da lil moments, when um feelin dwn, det dey do da smallest, most crazy, silliest thangs ta make me (:, idk wut i wuld do! RNS""",positive
"""Y when u cold, u get sleepy?? Das y i used ta sleep so much at #PhillyHigh""",neutral
"""das a dayum shame..if smokin cancer sticks is det dreadful, y not jus stop?!?! Problem is>>> I'M ADDICTED""",negative
Wonda wtf mii homie @LADiiKB_81 got up! Ain fukd wit ha ass n seem lik FAEVA! &&um feelin SUM KINDA WAY boudit!,positive
Got grind for two aunt's one sister n my Queen ma duce R.I.P to yal. Real talk True Story,negative
just almost got shot by da pigs harassing my brother nine police cars vs one car tf,negative
"""Wait,hold up i already rolled up/syrup still poured up, while bitches still roll up/ganja smoking on the sofa, her nose in the soda...""",negative
"""This year ima need for every nigga to get him a bitch that's gone hold em down to the bone , that gone make you stay outta bs .""",positive
If a mf can't be 100 with they shit then they don't need to fuck with me at all .,negative
I can't stand not seeing you it feel like I'm in jail with no visits.,negative
"""IF you gotta go out every week you need to be single , cause you don't got time for yo nigga or bitch .""",negative
@Yung_Blood69 @SincinnatiRedd cuz I get tired of seein her n here feeling life is hard but like me get over,negative
I feel like I juz stood n the ring for 11 rounds and by Friday I'm either b look like paq-man or the nigga tht knocked him out,negative
Don't get me wrong I don't feel bad for myself I know how it wake u make ur bed u gotta lay n it,neutral
@prettigurl_Toya smh hopefully booth better chance of surviving in there than upstairs oh Charlie still there. U tell her??,negative
I cleaned my car off all by myself!! @LibraSheis @prettigurl_Toya y'all proud of me???!!! Lol,positive
"""@prettigurl_Toya lol! Cutting ply wood to put down on the kitchen floor or whatever. On my DIY ish lol""",positive
"""Lol i want some watermelon sourpatches , a watermelon arizona & some hot fries lol""",positive
My step brova in this bitch keep zoning out and pinching his fingers and shit lls,negative
"""Lol shit i wish gas ran by water,ill b frum Cahokia to the Ville every day if u wanted me to""",positive
"""If u looking to workout ,u better find u sex trainer ! ,them the best workouts everr .""",positive
Debating if I feel like Rollin dat shit up first or should I jus go straight wrk,neutral
Today is my last day drinking pop and cuttin back on drinking alcohol.! My kidneys are bad.!,positive
"""I still can't believe that on Jan 16th, I will be single for a year.!""",negative
Need to buy a better knee brace and ankle braces before I do anything else,negative
"""Woke up in pain but, that's not stopping me from gettin to the money.! Goodmorning.!""",positive
I'm suppose to be getting dressed but my fat ass sitting here stuffing my face.!,negative
Its fake people everywhere you go ion kno why people act surprised when they meet one,negative
The more I see the more I wnt the more I give.the more blessings I receive,positive
@Stug_Fent even though we dont get a vid for stugfentfriday how bout a snippet or a collab with @PUSHA_T  or the @NoMalice757 or something,positive
