aae_text,sentiment
H.U.S.B.A.N.D = He Understands Situations Better And Never Dip.... W.I.F.E = We In It Fo’ Eternity.,positive
"Titties, ass, sex? Any woman can give you that. Loyalty, love, and attention? Only a real one gon’ give you that.",neutral
I ain’t finna talk to you sideways tonight when we can just have a real conversation.,neutral
"Quenell see me chillin, then wanna come over here tryna start somethin’ wit his extra aggressive self.",negative
"I’m definitely finna go see that movie ""Mama"" when it come out on the 18th.",positive
"If I tell you go straight to my room when you come over, you ain’t my girl.",negative
"My mama don’t even like folks sittin’ on her couches, but I get to sleep on ’em. #Plugged",neutral
"I wish you would burn my clothes, that used to be somethin’ else. (laughin’)",negative
"I just said it’s like eatin’ your favorite food every day, and it always taste better than the day before. Lol.",positive
"If you messin’ with underage girls, you a predator; one thing Dre ain’t is no molester.",negative
"Folks was sittin’ in the kitchen for like a hour, soon as I walk in, now they wanna get some soda.",neutral
"Women on here talkin’ ‘bout they cold and need a man to keep ‘em warm, but for real, you just need to hush and wrap up in that blanket.",neutral
You ever call a woman soon as she wake up and she sound like a whole grown man?,neutral
So folks ain’t said nothin’ in a whole 24 hours—I know she ain’t expectin’ me to text first.,neutral
"Lawd, folks really got the nerve to hit my line this late after not sayin’ nothin’ to me all day, like I’m some kinda fool or somethin’.",negative
Women got a whole routine they do before they go to sleep; men just lay down.,neutral
How I’m rude for answerin’ the phone while I’m in the bathroom? You the one who interrupted me first.,neutral
Y’all taggin folks need to make sure ya name match ya pic. Stop usin’ these suggestive names when you too unattractive to be actin’ suggestive.,negative
"There’s a honey bun sittin’ on my TV I don’t even want, but I’m just keepin’ it for a rainy day.",neutral
It’s 5 in the mornin’ and gas way too damn high to be goin’ to cuddle wit’ folks.,negative
I ain’t do no homework this weekend; I’ma just do it on the train.,neutral
"Aye, I got this line I’m waitin’ to use on a woman—it’s gon’ get me some for sure, lol.",neutral
"So this movie tryna put girls on game about how dudes be, but that ain’t finna happen.",negative
Everybody got that one friend who be laughin’ hella hard in a text but ain’t even really laughin’ in real life.,neutral
"I still love him, even after all we been through. Headed home. God is good.",positive
"I got a job, bro, and you know sellin’ loosies ain’t no real job, lol!",positive
"I’m on a different channel erry day, so I hope y’all catch these waves! Lol",neutral
"Hate to see folks who used to be fine lookin’ a mess now, like what happened?",negative
"If you don’t fall, how you gon’ know what gettin’ back up feel like? If you don’t fail, how you gon’ know what tryin’ and succeedin’ feel like?",neutral
Seem like everybody gotta go through makin’ bad decisions. The wildest part is you gon’ think you made a good one ‘til somethin’ unexpected happen.,neutral
"I want folks to see me as somebody important, not just some dude from the hood. I wanna rock a suit, own some businesses, leave Michigan, and live that life.",positive
"Ain’t much, just chillin’ and puttin’ my thoughts out here on Twitter. What’s good wit you, man?",neutral
"Aight, let me say this: if you still got your ex or an old ex-friend’s number in your phone four years from now, don’t be callin’ them. #GYL",neutral
"I really wish you’d stop pickin sides cuz that make you look like a fake Mitch, period.",negative
I ain’t goin’ to sleep—I’m up all night and up all day. I’ma try to get some sleep on Monday… maybe.,neutral
"Somebody real wild, callin’ me from a blocked number at 8 in the mornin’ and ain’t sayin’ nothin’… Get yo life, fr.",negative
"So the person who been callin’ me from a blocked number hit me up again at 6:29, but this time I got they number now thanks to my app.",neutral
"See, cuz you a real parent, I’m like that too, and I be prayin’ for them every day, lol.",positive
"Tierra betta be glad she havin a bad day, lol, ’cause I was jus’ ’bout to fire her.",negative
": I don’t trust no woman ‘round my man; she betta be his sister, cousin, mama, or auntie ‘cause I ain’t got no problem bein’ rude!",negative
"So if you worried ’bout me and mine, you worried ’bout the wrong thing.",neutral
"My mama passed last month and I’m still in shock, especially ‘cause it came outta nowhere.",negative
"lol, WCHS gon’ see me when they do... Til then, they betta be wonderin’ why 104 was missin’ Thursday an’ 124 today.",neutral
Folks be sayin’ you don’t know what you got till it’s gone. But you knew what you had—you just ain’t think you was gon’ lose it.,neutral
Try not to care sometimes—bet that wake somebody up real quick.,neutral
"Laughin out loud, laughin at him like, “Shiiid, you was beggin me to take you back for the third time, so hush.” #GetAtMe",positive
"LOL, my mama just came in my room like, ""What done happened in here?"" I had to tell her to get out. LOL, I swear I love her.",positive
"Man, I’m hollerin’, these petty women just hit my phone with that Stephen mess. I’m weak, they got all the jokes tonight.",negative
"I’m smilin’, but I wanna cry. I’m talkin’, but I wanna be quiet. I act like I’m happy right now, but I ain’t.",negative
"When I lay down an’ start thinkin’, I can’t sleep, and when I can’t sleep, I just be thinkin’. Smh.",neutral
"So why ""Adorn"" always come on every time I get off the phone wit Butt Butt, leave his house, or even just be thinkin’ bout him?",neutral
I’m up readin’ ‘bout love and our zodiac signs. We a good match; we just gotta learn how to handle each other’s attitudes and we gon’ be alright.,positive
Why you try call me when my phone was broke? You ain't call before that.,negative
"Answer this: WHY THE FUCK FOLKS STILL UP THIS LATE? Drea blowin’ up my phone, Sade don’t ever stop callin’ me, and Mishalay stay textin’ me. Lol",negative
"Gettin’ down to business. I’ma apply to the colleges my child wanna go to, plus SVSU and CSU.",neutral
"Can we pray together? Heavenly Father, Mother God, I’m askin’ you to keep this love together.",positive
"I ain’t gon’ say we perfect, but I ain’t sayin’ we the worst either. Yeah, we got our lil’ problems—so what? I’m in this for good, so let’s work it out together.",neutral
"Women always tryna squad up, that’s wild. Smh, just run me my one and I swear I’ma beat you, you gon’ regret it.",negative
"Folks always talkin’ ‘bout “forever,” but that’s just another way of sayin’ it ain’t really gon’ last forever.",neutral
"I’ma get what’s mine, even if I gotta catch two buses, a cab, a train, go ‘cross the world, or ride a bike. Shoot, let’s go!",positive
: I ain’t talked to him since the last time I talked to him… y’all don’t need to know.,neutral
"This dude just said, ""Best friend, guess who like you."" Me: ""You."" Him: ""You real good at this game."" ---________--- END IT",neutral
"And if that attitude try to break us down, I ain’t gon’ let that mess with us.",positive
"Stephen really gon’ make me wanna punch him. Lol, like we always say, we gon’ kill each other and throw rocks. Lmbooooo #insider",neutral
I got somethin’ for some of y’all women and bitches talkin’ ‘bout “if we go to school.”,neutral
I’m so glad to hear you out the hospital. Yo service and character really give our country hope and motivation. :-),positive
"But that’s my brother, and just like all women, yo time gon’ be up. Lol, but go ‘head and have fun. Lol.",neutral
"So yesterday I got a rude message in the morning from one of my followers, but I hit them up this morning and ain’t get no reply.",negative
"When women do things I don’t get, I just think back to what my mama always said…",neutral
"Nine times outta ten, it be the same folks hatin’ on you—either folks you close wit or family… smh… but it is what it is…",neutral
"Scott Harris’ Bulls done gave your Knicks they third L in a row to them. What’s good wit that? Retweet, Spike.",negative
"You real low-key, huh bro? That’s good tho. Let’s get this money while we can. Forget all that nonsense.",positive
"Ain’t no love for y’all fake folks, y’all snitches, and forget y’all scary ass people.",negative
"Cheryl, on The Talk, do yo thang, girl! Eat all you want—me and you gon’ be droppin’ pounds together, and them haters still gon’ run they mouth. LOL. For real, I love you!",positive
How they gon’ act when I finish this second one? Or when I get that PhD?,neutral
Travis tryna hit up a Nets game out in Brooklyn. I’m thinkin that could be a dope lil day trip  —gon take the Megabus!,positive
My girl see you talkin’ to me… She gon’ slap you in yo’ face!,negative
"Well, I mind my business and I stay loyal to my man, and I ain’t no fool, period.",neutral
"All y’all know is the silly side; I done seen him mad and sad, throwin’ a tantrum and cryin’.",neutral
"I’m done talkin’ bout that. ManMan a liar, straight up. He can’t handle that I ain’t choose him, and when I see him, I’m gon’ hit him.",negative
"I ain’t tryna use my mama’s car, but I got things I wanna do.",neutral
"That’s why I hate usin’ my mama car, ’cause I gotta run all her errands and do stuff when she want me to.",negative
"Soon as all these other women start hollerin’ ""free Kevin,"" I’ma have to put ’em in they place.",negative
"I need my Valentine’s Day gift and my anniversary gift. Forget all that “Free Kevin” mess, hahaha. I’m just playin’.",neutral
"She just mad ’cause my man went in after hers and get out before. Please, get yo life.",negative
I know Coraye gon’ be lookin’ real good ’cause I ain’t got no clothes—I need me some clothes.,neutral
We told Kevin not to leave school early. He left and ended up in jail. Dummy.,negative
"I don’t even be tweetin like that, but I’m mad bored and ain’t got nobody to talk to.",negative
"My baby said, ""Bae, I miss you so much. You all I been thinkin’ ’bout in here—ain’t nobody but you.""",positive
"I’ma get her a Victoria’s Secret jogging suit, and if she give it away, we gon’ have a problem, no cap. She always givin’ everything to her mama.",neutral
"Mama said, “Yo W-2s came. Go on and file them taxes.” I said, “Mama, for what? This ain’t even your money.”",neutral
"Sorry sis, I done hacked yo page. Next time, log out. Love you. <3 Paris",neutral
"lol, if you see somethin’ cool, you can just get it lol",neutral
It was real nice chillin wit #Oomf today. I don’t think he know how much I enjoyed it!,positive
"Bruh, yeah, and ’bout that price—we can do that! I wanna go check it out!",positive
"I’m such a dude—I hit him up like, “LMFAO, I know, I know, but what you on today? I’m tryna see you.”",neutral
Don’t mess wit the Falcons; let’s see if they gon’ keep it up!,neutral
"I found out what real religion is, and it ain’t in no denim. Them high-priced shades ain’t never gave us no vision.",negative
"I remember I used to be goin’ crazy over one of my followers, but now I don’t even care about them no more.",negative
"But if I go to sleep, I ain’t gon’ wake up till like 11 tonight.",neutral
"I’m the only one up in here, but I ain’t even been to sleep yet.",neutral
"Nah, I said hold up on that ’cause I’m busy right now, I’ma get back to you later.",neutral
"said Kenya bipolar and a alcoholic, and Kenya just went ‘head and proved her right! #RHOA",negative
"Mane, I just cracked my back and it felt so good! I really need a massage tho...",positive
I’m amazed how they really think folks don’t see ’em when they makin’ it real obvious.,negative
dead wrong for raisin’ the price on these bus passes... $10 for a one-day pass? They trippin’ for real!,negative
"Why this woman always comin’ in my room usin’ my stuff like it’s hers? Dang, get out my room and stop usin’ my things!",negative
"I just got Zola and his girl back together. Go head and thank me, Zola! #QueTweet (:",positive
And I hope I ain’t soundin’ too desperate; I need some love and affection.,neutral
"Look like you ain’t give the actual tweet, just the tweet ID and time. Go ‘head and send the real tweet if you want it translated from AAE to SAE.",neutral
"Hey y’all. Go head an check out my new video: Lil Javier ft. Lil Mail, ""Flexen."" It’s real fire.",positive
"Dudes be talkin’ ‘forget these women’ or ‘forget these hoes’… But what you gon’ do when you need some sex? Lol, just a random thought.",neutral
"Don’t be out here gettin’ my baby’s hopes up for nothin’, then I’m the one gotta give her a shoulder to cry on.",negative
"Gettin up gettin ready for work, just thinkin... all these girls a joke fr. I gotta step my standards up; I really hate when I end up talkin to somebody weak.",negative
"My phone broke and then got cut off... Sorry, hun. Glad to see you doin’ alright and havin’ a good New Year!",neutral
"I’m bitin’ my tongue ‘cause I know he gon’ handle it, but still, I’m tryin’ my hardest…!",neutral
"Uhhh what the hell, Facebook stay on some bullshit. Why I gotta confirm my identity? : (",negative
"Wild stuff, smh. : I can’t mess wit all that sextin’; I’d rather just do it for real. *shrugs*",neutral
The folks who run they mouth the most ’bout you be the same ones watchin’ you the hardest.,neutral
What you think my brain made for? It just a container for my mind or what?,neutral
"o_0 mane, you already know, that’s all I ever be sayin’, you needa stop.",neutral
"Me and Lainaa droppin’ a mixtape called ""It’s a Different World.""",neutral
"I be thinkin’ ‘bout my life, and I realize I only ever had two real friends:  and .",neutral
"I’m out here gettin’ this money and havin’ fun. I got a family, ain’t got time for no nonsense. Build wit’ us or I’ma dip!",positive
That kinda love that never get old... I want that... wit you... nobody else... just you... #true #story,positive
"When somethin’ good go bad, it ain’t the end of the world; it’s just the end of the world you had wit’ that one person. #true #truth",neutral
"Hate Sleeping Alone my favorite song fr. If you just listen to the beat, it go crazy. I love everything bout it.",positive
"If findin’ somebody real yo’ problem, bring yo’ man to my spot—maybe I can fix it.",neutral
I wonder if I’m on his mind like he on mine… Hell nah. Just a thought tho. *shrugs*,negative
"I ain’t bitin’ my tongue for nobody no more; I’m on that “whatever happen, happen” vibe.",neutral
"I bet she ain’t gon’ ask me what we doin’... and if she do, I’ma just remind her again, lol.",neutral
"My boo can have all 59 inches of this girl right here, ain’t that right … just sayin.",neutral
"I don’t mess with all that nonsense—I always keep it real. Even if I’m kinda quiet, I still let you know what’s up with me. That’s what make me different.",neutral
"What go up gotta come down. I can’t stand folks ‘round here. Damn, I’m so ready to get up outta here.",negative
You ever peep how these girls and dudes just pop up outta nowhere soon as you and your boo goin’ through somethin’... it’s a setup.,negative
Women needa know they coochie the best gift to a man... he gon’ always stay interested.,negative
"When you treat yo girl right, she gon’ do the freakiest, wildest stuff ’cause she trust you now.",positive
"Shakin my head, I ain’t gon let that mess up my day, lol, but you need a ride?",neutral
Don’t be actin all surprised when you miss me but I’m too busy… that go for all y’all who only halfway tryin.,neutral
I don’t even know what kinda boyfriend I got sometimes... that’s why I be keepin’ stuff from him.,negative
La la la la la la la...... mmm hmm hmmm.....do doo doooo.....I’m so happy.....he hee heee :-D,positive
"I’m mad, so I’m talkin’ mess to Philly... My boo ain’t feelin’ that...",negative
"If you messin’ with somebody who don’t know what they want, go ‘head and make that decision for ‘em.",neutral
"I been seein folks sayin Green Bay trash and the Vikings is too on my timeline, so which one is it fr? Lol",neutral
"Let’s get her to play football and her skin gon’ be totally different, believe that.",neutral
"I’m lookin’ for somebody who tryna build a house, not just pay rent. You feel me?",neutral
"End of the day, you ain’t wit her everywhere she go, so you don’t really know what she doin. All you know is what they tell you. You feel me?",neutral
Big shoutout to my girl  for the pedicure—you ’bout to get these feet right.,positive
"I’m a real one—I call it how I see it. If you out here sleepin’ wit’ the whole team, I’ma put you on blast.",negative
"Had so much sex and head that a big dude couldn’t go back to that, lol.",neutral
"I get tired of folks tryna bash football. That’s my wife, and she always treated me right.",neutral
"It’s like this time different, ’cause most times when I get mad about somethin’, I be upset for days.",neutral
Somebody needa hit me up cuz this girl talkin’ bout she sleepy and I ain’t finna be sittin’ here bored till these pills kick in.,neutral
"My ears started actin’ up this mornin’, but they gettin’ better tho. I hope they go on and get all the way right!",positive
#IGotAThingFor somebody who gon’ vibe to my hardcore music wit’ me lol—we in there like some pros fr lol,positive
He should be home in a minute; he been gone since early this mornin’. I was still sleep.,neutral
"Ugh, where my purse at? It been gone or somebody done took it for like a week now. I need it cuz my wallet in there.",negative
"I just wish when I wake up tomorrow, he wake up too. :'(",negative
"On New Year’s, I was right by my aunt house. I shoulda went to see  and Raquel.",neutral
"Let me find out folks on here still talkin mess bout somethin that happened last year. Boy, gone somewhere.",neutral
and me was s’posed to take a pole dancin’ class; I’on even know what happened.,neutral
"I stay missin’ one of my followers, and I be talkin’ to them every day, smh.",negative
"Must be nice to have somebody who trust you no matter what folks done heard—somebody strong like a lion, but still gentle like a bluebird.",positive
So  was runnin’ his mouth and got his ass whooped in Ruzzle... lol,negative
My aunt said she need somebody to sleep with; I’m shook.,negative
"I got two tickets to paradise... Whoa, whoa, whoa, whoa... Whoa, whoa, whoa.",neutral
"Mornin’, I just seen somebody I don’t mess with. What’s the point of the dog if it ain’t gon’ bite strangers? I’m just sayin’…",neutral
"This funny as hell. When you walk by folks and they act like you supposed to speak first, when they coulda just said hey theyself, just cuz... #tooimmature",neutral
I’m ’bout to wash my hair and put it in some rollers. I’ma probably see what my brother doin.,neutral
"School today! Same ol’ mess: fake folks, loud teacher, wild girls, fake tough dudes, extra drama, and folks gettin’ on my nerves!",negative
"I ain’t gotta mess with your girl, I got my own. I ain’t gotta smoke your weed, I got my own stuff… – 2Chainz",neutral
"Picture me ridin’ wit the top down at sunset, thinkin’ bout a billion things I ain’t done yet.",neutral
I keep a circle; y’all betta keep a line cuz y’all gon’ drop one by one.,neutral
"I don’t do this or I won’t do that? Tell yo mama to suck on my barrel, BITCH.",negative
"LOL, I just know I’ma end up gettin’ in a fight by the end of this month... I can feel it!",neutral
"If I fall asleep on the phone wit’ Derrian, he ain’t gon’ hang up. I’ma wake up an’ still be on the call. -.–",positive
"I’d care, but the way my feet set up, I ain’t got time to be chasin’ y’all!",neutral
"I swear I hate when he hang up on me, and he do this all the time. -.-",negative
"I was like, “Ma, my boyfriend wanna meet you.” He came up to the car like, “How you doin’?” And she hit him with a mean look and was like, “Oh. Hey.” LMAO",neutral
"Big ups to God, I’m real blessed. Hundred folks wanna take me out, but I’m still here.",positive
"lol, uh, I’ma stay wit you tonight, baby, but I’ma head home in the mornin.",neutral
"Fine dude tried to holla at me while I was up in the gas station. Lawd, he even had a car and all that, but I put my boo  first! #First",neutral
"But I got slept on a lot last night, and I’m still thinkin’ ’bout it this mornin’. I’m done. Yeah, that’s the best thing to do right now!",negative
Ain’t no problem; finally got money. This my man’s stuff. I miss my man Mootye. I wonder where he at!,neutral
"LMAO, had to go see my lil nephew. He somethin’ else, LOL. Lil man so happy he makin’ honor roll. I’m proud of him tho!",positive
"Fool, I know where you stay! I’m bringin’ them dudes to your door, and I ain’t talkin’ ’bout no police neither!",negative
"Just playin’, that’s my boo. I can’t leave him alone, but he betta get it together ‘cause he actin’ up!",neutral
"I’m finna move on from him. That’s real messed up, but he ain’t texting back, so it is what it is.",neutral
But you say you got my back—we hear that every day. What a man you is.,neutral
"You ain’t gon’ understand me till it happen to you, so watch out. You never know when it’s comin’.",negative
hahaha Hmmmmm. Das a good question. She do? Maybe she tried it one time just to see what happen. Hahaha.,neutral
It’s gon’ be black dresses and bulletproof vests if I find out he got another side chick.,negative
"So I’ma tune in to  and  on a spiritual tip, eat my dinner, read a lil bit, make some plans, then try to go to bed... smh.",neutral
"Well, like you said, both she and it done for... God made you stronger than what she said. :-)",positive
":  Was real good seein’ you today, girl! Love you so much! | Yesss! Always a pleasure seein’ you. Love you too, girl!",positive
"You should love me, I ain’t like every dude you been with.",neutral
""": Whatchu mean sayin’ I’m rude? Aight, forget you then if you think I’m rude. #BITCH LOL!""",negative
It’s funny how folks who don’t even know you like that always got the most to say about you…,neutral
"You betta text her goodnight if she special. The rest just get that “my bad, I knocked out” text in the mornin.",neutral
I can’t stand when dudes be loud talkin’ ‘bout how they smashed this girl and that girl. Chill out—that ain’t cute.,negative
"I’ma come up there one day, but I never know when y’all be there.",neutral
I wish Mariah and Nicki would just go ‘head and kiss (and I mean KISS!!!) and make up. #idol,positive
"Respect me like you respect ya mama, tell me secrets like I’m ya sister, and love me like I’m gon’ be ya wife.",positive
"Aight, yesterday was my last time chillin. Hope folks pull up today to visit cuz I’m ’bout to get real busy. #nolie",neutral
"I can't even sleep cuz I know I still wanna talk to him. Ugh, he would've been such a good boyfriend. (Sigh) I really need to stop thinkin' bout this.",negative
You mine tonight... All I wanna do is make love slow... I love Trey Songz.,positive
I’m so mad right now. All I need is my car and I’ma be straight.,negative
"First come the drank… Then the feelins… And finally, that drunk call or text…",neutral
I don’t ever say I need a man. I always say I want one. I ain’t in no spot where I need one—it ain’t like I’m 35 and ain’t never been married. Lol.,neutral
"I be tryna help out, but every time I help a dude, they just ghost on me.",negative
"If you know my favorite car, drink, clothes brand, makeup brand, color, and what I like to do the most, then we might as well get married lol.",positive
"If you was the main one there when I was down, trust me, I got you when I make it.",positive
"Two folks could be thinkin’ the same thing, but you ain’t never gon’ know what’s on each other’s mind unless y’all ask.",neutral
"Admittin’ you wrong ain’t givin’ in, it’s growin’ up. I always own up to my mistakes—if I don’t, I ain’t never gon’ learn from ’em.",positive
Ima try tomorrow. This flu been makin me feel terrible all week. I need a nurse! Lol!,negative
Yeah...it’d just help if I ain’t got Ebola! Lol! I ain’t tryna be the one to start no outbreak at work. I think that’s how I got sick.,negative
Them folks really on La Chat’s page talkin crazy to her… now y’all doin way too much! lol,neutral
I be takin’ care of my lil brother and sister like they my own kids. Lol.,positive
"Fa sho, Renzo... you know you wild if you showed up to class even less than I did!",neutral
"I gotta log off before these dudes have me out here lookin’ real dumb... I’m already at like 90%, for real. Lol",neutral
and me came to the conclusion that (La Chat Turn On The Lights) real good! lol,positive
"Man, my lil six-month-old cousin up and givin me and  a hard time!",neutral
I got pulled over today by this lil cute red car... Guess I still got it. lol,positive
"Cuz I could get a lotta money easy, but I’d rather earn it by workin’ hard.",neutral
"Since I’m real messy, I went ‘head and changed my Twitter name to somethin’ y’all can relate to!",neutral
: I gotta get away *turns up that old school*... where you tryna go? lol,neutral
I woke up 'cause I heard the money callin'... I can't sleep with all this money talkin'...,neutral
I would've came back for you; I just needed some time to handle what I had to do.,neutral
""":  Aw nah, don’t say that cuz I’ma pull up for real. Haha, you know you always welcome at my spot.""",positive
"I’m so mad about Olivia’s hair in this interview… Like, what that black and brown piece s’posed to be doin’? #LNHHNY",negative
Hold up... I’m seein way too much on my timeline right now... Mandeecees a child molester?!?!?! #icant,negative
Few hours back I sent you some fire tracks for MMG for 2013! I believe in you!,positive
"I love, love, love, love, love, love, love, love, love, love, love, love, love, love, love, LOVE youuuu...!!!!",positive
"2013...? Hold up, wait a damn minute...! So women still gettin’ mad over somebody else’s man? Girl, bye.",negative
#SinceWeBeKeepinItReal these women really needa respect theyself before gettin mad at a man bout respectin them.,neutral
"Cuz soon as he saw us, I was like, ""Hey, Dad."" He kinda stumbled sayin' ""hey,"" but he did.",neutral
"He thought we was finna argue—nah, I’m done goin’ back and forth with girls over dudes like that; it ain’t worth it. But I’m coolin’ with my main at your girl’s spot.",neutral
"You ain't never gon' find time for nothing; if you want it, you gotta make time for it.",neutral
Lawd... That pain done came back. I think I need to go to the ER.,negative
"An from that last tweet, you can see I’m that woman and I’m real in love wit’ this boy… And I don’t even think they notice it at all!",positive
"Why she gon’ use it on me tho? And why you listenin’ to ""Man Down""?",neutral
And the Ravens over the Broncos. Whoever win that game gon’ be the one reppin’ the AFC in the Super Bowl.,neutral
"I love my lil cousin to death, but she be gettin on my nerves. Lol. #family",neutral
"Paige needa go. Ain’t nobody like her wit Emily anyway... she the head of the -A Team anyway, I’m tellin’ you.",neutral
"Aww, Toby. You be gettin’ on my nerves, but I still love you tho. Smh.",neutral
"Nicki knew damn well she ain’t wanna say yes, but she was like, “Might as well,” ‘cause she gon’ get through anyway.",neutral
"I just found out a new way to dry weave, lol...you really do learn some stuff up in the salon.",positive
"lol, hell yeah, I miss them days. I seen you walkin by on my side one day.",positive
"Ah, she mad ’cause I made her get up out my bed. She ain’t my girl, so keep it movin’! #swerve #woahthere",neutral
"Boy, be fr, lol. Me and Nunu ran that school wit them shoes, man.",neutral
This woman real dumb in this movie; I swear I wanna jump through the screen and slap her. -_-,negative
"They had me run to the store like six damn times today, then the last time I come back wit’ the wrong thing, so I had to go right back again.",negative
Why everybody wanna be a rapper at some point in they life? Lol,neutral
"A girl told me and my daddy that every girl got that one dude she can mess with anywhere, anytime. #facts",neutral
": Lotta folks be sayin’ my next move gon’ be my best move, but that ain’t always true!",neutral
"Shahara said Deja lied talkin’ ‘bout Jr ain’t ugly. I’m hollerin’, she ’bout to make me pee myself!",negative
I hope Deja stay in Twitter jail; she talk too much and she done stole my candy.,negative
"No middle school, y’all bet not say nothin tomorrow cuz I’ma be like, do you even know him? Been thinkin bout it all day.",neutral
I doubt he gon’ text me anytime soon—maybe like 24 hours from now!,negative
"I gotta do that rap flow wit Kae, Terrell, and Terrance later—this gon’ be hard. I don’t know nothin’ ‘bout Thomas Jefferson, and I don’t even know how to rap.",neutral
Shahara? You want yo cornbread? LOL Free,neutral
"I said the same thing, but I ain’t even trip. She nasty. *nastyMOUTH*",negative
"Things all messed up, but big bro, I’ma hold you down forever, and til things get right, I’m yellin’ “FREE ROD” wherever I’m at!",positive
", you and my mama so crazy. I’ma be mad ashy before I even step outside -_-",negative
""": This Love and IHOP? Why Tahiry out here workin’ as a waitress tho? Lol, that’s why she mad! #getadegree #lnhh""",neutral
"Man, I dipped outta work at the Georgia Dome early just to come home and watch the game. You think I’m finna sit ’round with some 49ers fans? Hell nah! #Falcons",positive
"I’m tryna feed the whole squad, but I ain’t Slim. Even though I rock a snapback wit a cocked brim. .",neutral
"Fa sho, appreciate you, fam. Yeah, I’m still out here holdin’ it down for now.",positive
"Ayy . Goin in right now. Lol, K.P. must still be knocked out—he usually actin wild by now .",neutral
". You ain’t from the hood fr. You just be chillin’ round them cars, fixin’ ’em for them old heads just to get they food stamp cards. LMAO",negative
745 wit’ the Gucci interior. I see a real one when I look in the mirror. .,positive
"I be goin’ to bed ‘round 10 every night now, even on the weekends. You know New Bern ain’t bout nothin’!",neutral
Regret be a warnin’ that we gon’ be sorry later if we keep doin’ what we ain’t s’posed to do.,negative
"I done messed up, my bad! Hope you ain’t gon’ stay mad at me forever, fam.",negative
"Lol... Y’all stop playin, that was some New Year’s stuff, but if you for real, I’ma be back on the 12th...",neutral
"that’s who I was tryna tell you bout back in October, the one Chief put on.",neutral
"Wolfgang, we stay winnin’, crack rock, and that ain’t no surprise—just like Jayceon every time he drop somebody name.",neutral
"I was in the shower when this lil dude just walked in, threw my clothes on the floor, and peed all over the toilet. He probably peed on my stuff too.",negative
"If I was in Selma, things would be different. I wouldn’t even come home ’til like 2.",neutral
Yup! Cuz these women actin like they ain’t never been nobody’s side piece before. This wild to me.,negative
"Imma keep it real. Yeah, I been a #OOMF and on the sideline. But if you think I’m dumb enough to do that again, you wildin.",neutral
"I done learned my lessons, and I ain’t tryna go through that same stuff again.",neutral
"JUST KEEPIN’ IT REAL… Ken needa tell both y’all the truth, and stop lettin’ this mess go on. For real.",neutral
"IF Y’ALL ONLY KNEW HOW BORED I AM. Lawd, be wit me. I’m so bored, lol. Somebody needa hit me up or somethin.",neutral
"lol. Wow, you been at it all day... But I’m just speakin in general.",neutral
"I done been broke before, so I can handle bein’ broke again. That might not sound right, but to me, it sound like it’s gon’ be a good year!",positive
"I need my meds just like y’all,  . If I ain’t need it, they wouldn’t’ve gave it to me. Lol!",neutral
"I don’t trust nobody. I keep my friends close and my enemies closer, but forget all that—I don’t trust nobody.",negative
"I got hella numbers in my phone, but for real, you the only one I want.",positive
"I ain’t never been slapped, and he betta keep his hands to hisself or he gon’ get hit wit whatever I got on my belt. #justifymythug",negative
"My mama dark-skinned, my daddy dark-skinned, so where you think I get it from?",neutral
They can't put nothin' on the internet that ain't true. Where you hear that at? ... The internet.,neutral
"Pick ha up on yo skateboard, lol. : I wanna go to the movies wit my girl, but I don't think I'ma have my car in time.",neutral
"Or MySpace : I remember back in 9th grade we had to hit up proxy sites just to get on Facebook, lol.",neutral
"Yo phone was the weakest link. : I got mad and threw my EVO at the wall today... my bad, Sprint.",negative
"I don’t hate nobody, but I do dislike how some folks ain’t who I thought they was.",neutral
"You ain’t gettin’ my money, so we gotta break up if love ain’t enough! 3COCKI",negative
"wassup, Domo? What yo email? I want you to check out this track and let me know what you think.",neutral
"This was like last week. I need you to hear somethin, but I ain't know which email to send it to.",neutral
"you gotta check out this up-and-comin’ rapper from Baltimore, ’s new joint, “Chemistry.” What yo’ email?",neutral
"Hey, I’ma hit you up a lil later today. Need your help wit somethin. Tryna see if you for real or nah.",neutral
"I just got yo email, thanks for the support. That’s  new single, ’bout to drop real soon.",positive
", can you check out this track from ? I know y’all gon’ like it.",neutral
"I’ma need yo email, bro, so you can check out this new radio single from .",neutral
"nah, I don’t, but when we go to DC I’ma put you on wit somebody who do know him.",neutral
"Happy New Year – you had a dope 2012, and here’s to an even better 2013. Safe travels too!",positive
"I’m watchin’ the Rangers and Bruins on NHL Network. Why y’all ain’t showin’ the (Brooklyn) Islanders game, NHL Network? Lol.",neutral
"Women who be cheatin’ always come back, but when a good woman gone, she gone forever—trust and believe.",neutral
"Kickin’ down doors, hollerin’, shootin’. Cops got called and pulled up quick, but not quick enough. Folks came back, cops got called again, and they slid back in seconds! 3 got locked up. #DPD",negative
"I don’t expect no man to buy nothin’ for me. I’ma take care of myself—if I want somethin’ that bad, I’ma get it my damn self.",neutral
"Oh, fr? I ain't even got On Demand no more right now cuz the box don't even turn on :(",negative
Late nights an’ early mornin’s <----- I done had my share... it ain’t easy at all... I’m tired as hell.,negative
"Me and my brother just took my mama’s car, lol. We on our way to Johnny’s Pizza. She gon’ lose it when she see her car gone, lol.",neutral
"My mama called talkin’ ‘Where my car at?!’ I done called the police. I’m finna beat y’all! Lol, too funny.",neutral
