aae_text,sentiment
"I arrived at work at 2:30 p.m. yesterday, and I’m still at work. Why? Because that’s what a man is supposed to do. I’m tired, but I can’t stop.",negative
"Fellas, what do we say when we see them in the summer? That’s the same woman. So make the changes that will help you stop lying to yourself.",neutral
""": Peyton Manning messed up! They won't say it like that, but his big-headed self threw the game away—he knows he messed up.""",negative
I don't understand that. You lock O.J. up and let that woman go free. She killed a child. How messed up is that?,negative
"I feel that if sex is the only thing you talk about, you should be on Facebook. I'm not hating, just saying.",neutral
"No, she can stay home. I just want her to cook breakfast! Lol",positive
"Whatever, I don't care. I'm not going to argue—that's your man, not mine. You all have fun while it lasts.",neutral
I could get one if I wanted to—I just don’t want one!,neutral
"You were my best friend for six years, and you let a guy come between us!",negative
"He asked me if I was serious about my money, and I told him, ""Damn right!""",positive
I'm glad that some people are asking others to reach out to Chris Brown. Where are the powerful spiritual leaders or Black celebrities? Rihanna should reach out.,neutral
"I can't believe my dad just asked me what I'm still doing up. Like, what the heck? How old does he think I am!",negative
"I’m really cold, but I’ll be damned if I go downstairs and turn the heat up.",neutral
"""  My stuff is fine, what about your edge up? What about it?""",neutral
"Never trust a woman...don’t get mad at me, blame Eve. She shouldn’t have bitten that apple.",negative
"I walked up to some guy disrespecting a woman. I told him I might be a virgin, but I know a coward when I see one... #why are you hitting a lady",negative
"If I can't love you the way I'm supposed to and you would rather be mistreated by someone else, why be with you? #YouDeserveBetter",negative
"I have two sides to me, one good and one bad; now that's a side effect.",neutral
"Well, at least this woman has a job, but she needs to stop showing off so much.",neutral
"Lol, no, I’m single for real. He and I just have that connection. You know what I mean?",neutral
"Lol, that guy said if you bring home that A honor roll, your dad is going to get you those Jordans.",positive
"I’m a Libra and my sign is a scale—if it doesn’t measure up, then someone’s going to get hurt.",neutral
"That woman received one text back from me, and it was, ""What do you want from me?""",negative
"If I could grow a perfect pair of breasts, they would be next to my bed.",neutral
"Complain about men and then go back to an ex... Women need to get it together, man.",negative
I had a friend who used to sing for me. That really made me smile a lot.,positive
I’m wasting time searching for a kind of perfection that simply doesn’t exist for me.,negative
"If someone doesn’t want you anymore, they find every little thing to say you did wrong so they can leave you.",negative
"Heading to Tobolski with a strap, a 9 on my waist, a 22 on the other side, a 12-gauge in the car, and another 9... I'm with my friends. #teamislandboyz",neutral
YESTERDAY I RECEIVED THE SWEETEST TEXT FROM A PERSON WHO I THOUGHT NO LONGER LOVED ME.....,positive
It would have to be later on. You texted me and said come to the house. It will be a little after 3.,neutral
"I have dope in the bag, weed in the bag, crack in the bag—this is swag.",neutral
""": If I told you I killed someone at 16, would you believe me? Hell yes.""",neutral
"I heard that jealousy is the ugliest trait. Well, I guess I’m ugly then—I don’t care.",negative
""" Because I am! I’m supposed to be, in your eyes! And if I’m not, then you can move on since you have everyone else. I deal with you and your stuff.""",negative
I don't care; how you treat me is how I will react to you. Don't get things confused—I’ve let it happen too many times.,negative
"I'm a girl; we will be attending! He isn't going with anyone else, lol.",positive
So the woman thought she could take my place and not still be the entitled woman?,negative
"Extremely annoyed, and I just woke up—that's a sign that you've been through too much at a young age.",negative
"Baby, you are more than just a friend... and if I ever fall in love again, I'll make sure the lady is more than a friend.",neutral
"Well, it might be about that time... I have things to do tomorrow. Catch me if you can.",neutral
I don't need an ashtray; the whole world is an ashtray to Eddie Kane.,neutral
lol well I'm not a promoter so I'm good...lol...how are you? How was your weekend?,neutral
"It’s quite unsettling that before Facebook, all these thoughts and things just remained in people’s minds.",negative
I'm hungry. The fridge: I don't care. The cabinet: Don't look at me. The freezer: Haha. Do you want some ice?,negative
"Sometimes, it feels like living in a jungle; it makes me wonder how I manage to keep from falling apart.",negative
"No matter what we have done or where we have been, every single one of us can change.",positive
"Observe how cruel the world is towards men. A man in Kansas donated sperm to a sperm bank. Years later, the women sought state assistance, and so on.",negative
"In front of my kids, man... Those little troublemakers were really misbehaving. They stopped all that screaming too. Lol",neutral
"You all are getting bold, huh? First someone steals a beer truck from Bourbon Street, and now a S&WB truck.",negative
If my manager changes his mind one more damn time about these signs... I’m going to scream!,negative
"I'm sorry, but there is too much work available to be paid for concerning the SB next month. Why volunteer?",negative
"If one more person walks in here while I'm eating and asks about fingerprinting, I will tell them to go back to City Hall and reschedule because I'm fully booked.",negative
"Okay. On my Twitter, my old Saints hat profile picture is up; it should be me in a blue dress. What profile picture do you all see?",neutral
"Popeye the crackhead... Man, I swear, whenever The Rock gets on the microphone, the PG rating goes out the window.",negative
Never mind because it's a 12 p.m. game. I didn't have plans to get out of bed until 2 because I thought it was going to be a late game.,neutral
I have to try to keep my attitude in check while at work... *sigh* ...at least until after the Super Bowl.,neutral
Umm... do I need to go back and read your tweets to catch up on all the nonsense I missed earlier? Lol,neutral
But what if the car is stolen from in front of the house? It has happened.,neutral
"So, instead of her being transgender, she was actually a lesbian for 15 years, and he was going to be her first boyfriend. Wow.",neutral
We have the dealer bringing high-quality marijuana to us… now that's what we call a supplier.,positive
"Be quiet, we all know each other and I had to ask someone to confirm what ""me time"" is.",negative
"Good morning, everyone! I’m up and active early today! It feels nice to get dressed properly for work!",positive
"That's true! They need to let me play! Hell, I can make a layup and get a rebound! Damn!",positive
"Happy Founders’ Day, Alpha Kappa Alpha! Congratulations to Alpha Rho, and to my line sisters from Spring 2009!",positive
"Listening to Lloyd's Dedication To My Ex, and he should have put CeeLo on that track!",positive
"At least you’re relaxing... Meanwhile, I’m at school registering for classes... I’m going to end up with all late classes, shaking my head.",negative
"I don't care if it's small, lol... I still want some. Save my own, I'm coming.",positive
"Okay, so my lonely self doesn’t have a valentine, but the least someone could do is buy me some chocolate...that would be nice.",neutral
"They act like they've never seen a big butt before... I could really be cursing them out, lol.",neutral
I dislike people who only talk to you when they need something. Don’t you?,negative
This guy on Maury is trying to say that only one of his girlfriend’s twins is his… people will say anything.,neutral
"Casino today though... it's time to succeed (Jay-Z voice from Reasonable Doubt, ""Coming of Age"").",neutral
"If they announce that Bigfoots are real, they’ll go extinct in a month because everyone will be hunting them for their expensive furs. I can’t stop laughing.",positive
"#WeLesbians should have our own show or something, like Housewives, on some network like #Logo.",neutral
"Please stay tuned for DWC Smackdown at 8:00, and check the website after the show to see the complete results.",neutral
"I don’t know yet... Norcom is going to kick us out if we keep this up, lol.",negative
""" because when I am out in Norfolk, all I hear is 'so sad.' I’m like, no, I am actually so happy.""",positive
"My brother came home from jail today. The last time I saw him I was 3, but it’s fine because I don’t even mess with that side of the family.",neutral
"I just saw that Baby video, I’m dead—that little girl fell out at the end!",positive
"is slacking on his game over here... as #RIPPimpC would say, I’m going to tell the pimp god that you are a sinner lol #lookingatyou",negative
I can't wait for this to hit the fan and I'm relaxing with all the greats...,positive
""": And I know that Hilary was supposed to be the shopper on the show, but Carlton had more outfits than everyone else, lol. I noticed that.""",neutral
Ravens! I still have one more team left in the playoffs. Congratulations to the Falcons for making it this far!,neutral
There are only a few people who will go through tough times with you and come out just as close as you were when you went in.,positive
"Guys are always trying to play girls. Like, dude, what are you doing? That’s nonsense. You’re a player, man—forget you.",negative
"I cut one of my followers off just like that! She was too inconsistent, and I don't have time for that.",negative
"I was reading and came across this: Failure is temporary, victory is permanent because God cannot fail. – Bo Sanchez",positive
"When people tell me that they look up to me, I can’t help but smile, but I remain humble. Being a role model is something special…",positive
": Before you say you miss my pumpkin, let the girl kissing your neck know you don’t miss her lips.  guys are on that nonsense.",negative
"I need a significant other, shaking my head. It was pointless to take these days off just to sit at home bored.",negative
"Like a bullet, your love hit me to the core. I was flying until you knocked me to the floor. It’s so foolish how you keep me wanting more.",positive
"Are you okay, though? Mind your own business and go bother someone else.",negative
I told myself I was never going to have kids until the right one came into my life,neutral
"But I guess for you it's, ""Forget him, he's going to do what he wants to do. He doesn't like being told what to do.""",neutral
"we miss you too, we're still in the same place. You're always welcome to come by.",positive
Asking the Lord to give me the strength to do the things I need to do!,positive
"""Whether it's Facebook, Twitter, or Instagram, Keke's slow self always makes me laugh. Rolling on the floor laughing my [expletive] off... girl... shaking my head, lol.""",positive
"When New Year's gets here, I'm going to try to be a better person for myself. #2012HasTaughtMe #2013AlreadyDope",positive
"I told myself I was staying up late tonight, but I think I lied!",neutral
"Time to wake them up... They fell asleep in my mom’s room, shaking my head!",neutral
"You look ridiculous, ladies, if you’re at the club looking a mess but walking around trying to show off your YSL purse. Girl, sit down. Lol",negative
""", bro, I called you when I got off. I need you. I'm having those problems again and I'm losing it :/ #Bad !!""",negative
"You are a liar when you tell me I didn’t read a text from your phone after I quote it word for word, then you say I made it up. Sorry, but I’m not that creative.",negative
"Dang, she has a before-work boyfriend, so does that mean she’s her after-work boyfriend? (Nicki Minaj voice: ugh)",neutral
"I don’t need a girl if you don’t have any money for me or if you’re not having sex with me. I have no time for the nonsense, honestly. Sorry. #SQUAD",negative
"you’re ridiculous, it was the best! We are not allowed at seafood buffets anymore!",positive
"Time to grow up, seriously. If you don’t have anything better to do than to encourage people to fight, then something is wrong.",negative
"I'm like, forget love—if I can't love him, then I don't want to love anyone else.",negative
"I woke up this morning feeling really good, taking the boys out for some much needed fresh air...",positive
I swear I go through the most with Tarajii’s dad... Shaking my head. But I’m the sneaky one? Give me a break—everything was built on lies. I’m moving on for 2013.,negative
"LOL  I want to come into your room and lie on your bed and laugh a little, make you mad, and then leave and go to my room. Mommy is missing her baby girl.",positive
"Man, I know that BLACK AFFAIR tomorrow is going to have amazing numbers for real, turn the function up. #BLACKAFFAIR BLACK AFFAIR I can't wait.",positive
"Lord, watch over my baby while he’s out at the club :)) GOODNIGHT TWITTER. My baby looked so good tonight, I’m dying laughing. #JR",positive
"Standing in this hospital room with my uncle Earl, they’re about to pull the plug. Damn, man, this is so crazy and messed up.",negative
"He is nothing but a wannabe, that’s why I didn’t give him the time of day!",negative
"I am, but I’m not. I’ve been going without anyway, I don’t want a baby. #NoGO",negative
"Obsessive woman, I know all about you, but I'm not the type to expose these women.",neutral
"No, don’t be upset :( I had to play doctor with Tay last night. Text me where you live and we’ll come over and do it sometime this week.",neutral
":( I have a doctor’s appointment during lunch, ugh! I’m available Thursday and Friday.",negative
"I really don't feel like going out. It's been a long week, and I need to get my place in order!",negative
The way the media is criticizing this Beyoncé lip syncing situation... Was she the one who was just inaugurated?! Leave Beyoncé alone!,negative
Empower people to own our brands! Create marketing that is social! Brands can be agents of change. #kmc13,positive
"I’m just saying! The guy bragged about having a gun in the car and ran away from a shooting, LOL.",negative
"In life, you just have to be yourself and ignore what everyone else thinks. #morgoism",positive
"December 26, 2011: If I could take it back, I swear I would—and I don't even swear...",negative
"Lol, I forgot, I don’t get mad anymore; it has to be something really serious to make me upset.",neutral
I absolutely love my profile picture. It has old school style; I look like someone from a street movie.,positive
Some of these fake people are so good at pretending to be real.,neutral
"Certainly! However, I need the text of the original tweet in order to provide a translation. Please provide the tweet's content, and I will translate it from African American English (AAE) to Standard American English (SAE) as requested.",neutral
People take a Flintstone vitamin and then go on Twitter claiming they took a Molly! -_-,negative
"Certainly! However, it appears that you have provided only the tweet's ID and timestamp, but not the actual text of the tweet. Please provide the content of the tweet you would like translated from African American English (AAE) to Standard American English (SAE), and I will be happy to assist you.",neutral
"You can say ""I love you"" a thousand times, but if you don't show it, I don't feel it, and it's not real.",negative
"Going to school pissed off as fuck, but I know it’s going to change as soon as I see somebody lol :)",neutral
"In my room just staring at the ceiling, thinking about all the money I made today off these guys.",positive
"It could be, but no man or woman can truthfully say that I’m fake. : The term “real man” is overrated.",neutral
Because I know I don't. : #Gemini is a really blunt person; they usually don't care what people think.,neutral
It’s essential to read a book three times to unlock its full potential!,positive
When my voicemail notification stays on the notification bar after I’ve already checked it < please go away,negative
""": Why is the assembly center desk better than any other building? The newest building always has something new...""",neutral
"Over here hanging out with my friend  of 16 years, maybe even more...   and",neutral
"Let me ask him what he wants from me, because I don’t have anything for you!",negative
Now I’m going to sleep. I have to get up at 3:50 a.m. so my cousin can get packed and we can get on the road.,neutral
""" lol I’ve been laying low and going to the movies. Having a good time, you know me! Lol!""",positive
"LOL, shaking my head. :  LOL, because people were giving me too much about it, so I just changed plans.",neutral
That game on Friday at Crossland was really funny. Rico and his friends were teasing Kirk when he got off the bench.,positive
"I can't wait until I get my phone. Oh my God, I'm going to be the happiest person ever.",positive
"Instead of a two-hour delay, we shouldn't have school at all. What's the point?",negative
"I’m going to let you do my hair, sis, if my sister doesn’t do it, okay?",neutral
I know how to choose my battles... It's just time to stop being sensitive... Nobody ever cares except for me anyway.,negative
But I want you all to know that Heather has officially turned into a bird because of her cell phone.,neutral
Someone told me you got punched 129 times. Is that true?,neutral
"It isn’t working, man. You have to tell her because she isn’t listening to me.",negative
"I wonder if I call her in the morning before school one day, will she answer?",neutral
"Man, I can have sex with an attractive woman faster than you can count to 123456! #Boosie",neutral
"We play Neville on Friday at Wossman, and we go to Neville next Wednesday.",neutral
": A guy will tell you something and tell all his other girls the same thing. That’s why I’m like, forget them, bro!",negative
""": I remember when I couldn't wait to be 16. It doesn't feel like anything! LOL, I know, right?""",neutral
I don’t smoke because I don’t see the point; you’re high for a few minutes and then have to light up again. That’s dumb.,negative
These girls are secretly jealous of you!,negative
"It appears you have not provided the actual text of the tweet, only its metadata (tweet ID and timestamp). Please provide the content of the tweet you would like translated from African American English (AAE) to Standard American English (SAE), and I will be happy to assist!",neutral
I can't wait until this weekend; I'm going to get tattooed. My mom is going to want to beat the hell out of me... I don't care though.,positive
": When I’m down, I don’t have anyone to talk to, but when you all are down, I’m like Dr. Phil. Forget you all! LOL, you got me!",neutral
"One of my followers just doesn’t know—I’ll have him completely broke, as flat as a white woman’s butt! I get my money.",negative
I’m going to be upset if the ride isn’t working. I’m trying to go see my baby. Man!,negative
""": Let me know if you need me—you know I’ll come through ready, . For sure.""",positive
"50-round clip hanging out the bottom, I let off what I missed and my young guys got them.",negative
"I am usually down that way, probably. I was just down there looking for you though.",neutral
"Oh my God, I’m so freaking hungry. I don’t feel like cooking, so I’m about to just eat these pizza rolls.",neutral
"Happy New Year to my baby, missing him but I love you, babe. Happy New Year... #freecklip",positive
"You know you love this life; no one treats you like I do, you know it!",positive
I'm about to be on my way home in a couple of hours; I hope she still wants to see me.,neutral
"Man, forget it. Damn, I swear to God I feel like giving up. It’s not like I get respect or anything. I tried, but it’s never enough.",negative
I'm not going with my sister this weekend. I don't feel like doing anything. I don't think I'm leaving the house for a while.,negative
"My fingers are itching, they're itching for that money. They wouldn't be itching if you washed your damn hands for once.",negative
"If you are in a relationship, make sure you don't mess it up, especially if you have someone who is wife material, because a good woman is hard to find.",positive
"If a woman is in a relationship and you know, fall back and respect what they have. Don’t be a homewrecker.",neutral
"When you find the right person for you, but you’re not that right person for them.",neutral
"I feel like I’m losing my girlfriend and I need to know how to get her back. Babe, just tell me what it is and I’ll do it. I love you more than life, .",negative
"I have a picture of us that I wanted to make my profile picture, but I don’t know if she wants me to. #aye",neutral
"My mom is always asking questions... Like, wow, can I ask you some questions?",neutral
"But my mom keeps saying, ""I'm going to call, I'm going to make an appointment, and we'll see, blah blah blah."" Just let me know when, bro.",neutral
"Shout out to . I just found out that we're family. Hope to see you soon, cousin.",positive
"I hate when people try to push you aside, then the next minute they want to be your friend again.",negative
"Well, this is my final time saying goodnight, so goodnight, Twitter. I’m going to try to get some sleep. If I can’t, I’ll be back later.",neutral
"My last tweet, haha—I really didn’t even need to include all those details like that!",neutral
"My stepdad is trying to take me shopping, but I'm not going. I'm not a child anymore—just give me the money.",negative
My mom let me drop Boogie off and we were blasting jazz—rest in peace :) but this snow is the worst.,neutral
It really makes me mad when she goes to sleep on me without saying goodnight or something.,negative
"If you change the way you look at things, then maybe the things will change.",positive
"Girl, the one who played you? See, that’s the kind of thing your friends probably put in your ear.",neutral
"But she said she needs me, and nine times out of ten I need her too, so I'm not going anywhere.",positive
"I can't even go back to sleep. People want to walk to my house and bother me and stuff. Lol, shaking my head.",negative
"I am #oochieboy Smooky, of course, that's me. Shout out to my brothers    .",neutral
"Nobody is getting beaten up over here, boo. You weren’t there, so you don’t know what happened, so be quiet. This has nothing to do with you, and he didn’t get jumped.",neutral
""" you think you crossed the line, man. You don’t care about me. I’m done with you, so done. You showed me your true self.""",negative
"I really don't understand why these guys are chasing these women, when you should be chasing money. #RealTalk",neutral
"Dr. Haynes, I live in Georgia and I would like to know what time you are on the Ricky Smiley show and how I can hear you more. Thank you.",neutral
"Watching The Dark Knight Rises... Bane is my favorite villain in this Batman series, but the Joker was the best, though.",positive
"He was a gangster, but the Joker was just on a whole different, crazy level.",neutral
Do you think you can rap or sing? Tonight is the night to show your talent. The first open mic is tonight in the SC Big Muddy Room at 7 pm.,neutral
We were going off on Chocolate last night! That was so funny!,positive
"""I hate when people walk up to your car asking for change! I get scared, locking the door and everything!""",negative
"Alexis told me I tweet crazy things that have her cracking up. LOL, I didn’t know.",positive
James said he would rather masturbate for the rest of his life than be gay. Haha!,negative
Let me do Ms. Crenshaw’s homework. She is doing too much with these vignette logs!,negative
"Shay and I were singing, though. She knows how to sing; I don't.",neutral
"She’s in love with that pole. She’s so in love with that pole. She loves waking up, loves waking up. Waking up with that money.",positive
"Mr. Woods is the best social studies teacher. Seriously, he teaches us everything!",positive
"I was leaving, and this girl didn’t want to wait by herself, so she asked me. And I waited with her. I’m so nice! :)",positive
"#DontBotherMeWhen I'm angry. If I'm upset, let me calm down before you bother me.",neutral
"' Haha, I know, right? We used to be so foolish at Garvey! We did silly stuff every day.",positive
""" Exactly, all the popular kids are gone. That school will never be the same...""",negative
"""Novacane used to be my favorite song! I listened to that song every night.""",positive
'Laughing my ass off! That guy is always leaving class. He’s such a boss.' I would have been dying laughing!,positive
""" Wow, so you had my best friend drop you off just so you could skip? I'm telling!""",negative
"A few people from our old classes, and some I don't know at all.",neutral
""": Joi is my friend, but my crew is going to get her. I highly doubt it.""",neutral
"Yet another long day without him :( I’m usually not a stay-at-home mom, but since it’s cold outside and I don’t have a car, I have to be at home.",negative
"I’m so good with babies, they’re out of there LOL—at least until my partner gets off work.",neutral
"My significant other is home, so I feel much better, but I’m about to run some bath water and try to feel even better. I’m still hungry, though :)",positive
I just gave my son a bath; he’s knocked out. It always works. I’m about to nap too until my man comes home. :),positive
"figured that... I should be back soon, bro. How are the family and baby girl?",neutral
"oh I'm not... But it's the truth... For someone who says they don't be on Twitter, but keeps tweeting more than texting.",neutral
"This teacher is staring at us while we’re trying to tweet. He needs to go somewhere else, damn.",negative
"LOL, I do what I want when I want. What do you think this is? #LoveYou",positive
"Lol, Twitter is acting up! See, this is why I don’t mess with internet services—things are always messed up!",negative
"When a woman/man keeps accusing and assuming you’re cheating, they’re still seeing someone else on the side.",negative
He probably wasn’t even going to say anything if she hadn’t gone to my school.,neutral
"How are you going to say you’ll call me back when you wake up, but then be on Twitter talking trash though?",negative
"Bro, and I know somebody stole it too. I’m the only one in this house with an iPhone, but there were a lot of people in here.",neutral
"Shena keeps smiling because she knows I don’t like crying, talking about “girl, let it out.” Gotta laugh to keep from crying.",neutral
"Haha, Shena is ruining my vibe talking about “play some Erykah Badu.” Haha, that woman sounds like an African.",negative
"Haha, my little nephew is over here devouring my chicken... Dude, you're even eating the bones and everything. Forget your mom, anything will feed you.",positive
"People are always trying to tell me to mess with them and I’ll have a butt… -_- If that were true, I would have had one already.",neutral
You look like an overweight frog eating a lot of Grippos with ketchup and hot sauce. You’re just plain fat.,negative
"I have never been told that I don’t know my role or play my position. I know it: WIFE, QUEEN. I am very good at it and can’t be replaced. #bestheeverhad",positive
"Wow, really? You want to go there, but I’m not the one crying over another woman’s man. Ha, but I’m the one with the issue. I’m always ready.",neutral
"We’re solid like that, baby. I’ve got your back—I’m your ride-or-die girl. We’re going to come out on top, believe that. A dishonest guy can’t keep you down. Love you, .",positive
"I just realized that she is what you need. No one will ever have me having panic attacks or crying hysterically, unless you have me so angry that I’m seeing red.",negative
"This is making me have an orgasm; that stuff turns me on—Waiting to Exhale, me, myself, and I.",positive
"This is some nonsense. I don’t ask them for anything and I work hard, but they’re going to make me lose my mind and then disappear.",negative
"I’m not angry, just disappointed. You should have just said you couldn’t; I knew you couldn’t. But things always work out. I still love you.",neutral
"I have been on Twitter since 2009, and today, January 30, 2013, I finally reached 1,000 tweets. Lol, I guess I’m still a newbie—lol, a Twitter virgin.",neutral
"Get lost in the night, faded off the brown; we can take shots of that white. The realest guys are around.",neutral
"We both know very well that’s not how you would reply if it weren’t public on Twitter. I swear, you’re good though. I really don’t care at all anymore.",negative
""": I am an adult man and I will not bow down to anyone except for God. Amen :-)""",positive
"COMING STRAIGHT OUT OF COMPTON, A CRAZY MOTHERFUCKER NAMED ICE CUBE... ... that's what I'm listening to. CLASSIC NWA!!!!!",positive
I just had the best TV dinner of my life! Stouffer’s is always so good!,positive
I remember when you didn’t have to be in VIP to smoke in the club! Truly an old-school person right here. :-) :-) :-),positive
"That purple and gold is looking impressive out there, little man. Step up your game, Clemson running back.",positive
It's going to be kind of hard because we have games and track meets at the same time.,negative
I have the perfect cousin to be on American Idol; she knows who she is!,positive
":  No, I don’t mess with that either. Good, I’m not alone.",positive
""": I have far too many Ravens fans on my timeline. This is annoying. Forget those Ravens.""",negative
""":  We're ready! Matty Ice will get the job done! Yes, he's leading us to the Bowl.""",positive
""":  I'm excited and nervous at the same time. It's either give it your all or go home! #RoadToTheBowl shoot, me too.""",neutral
"There’s no update yet, but I have been invited to meet with the faculty, staff, and students at UGA.",neutral
lol ... I’m going to do a lot of research on the people. They have already given me my schedule for that day.,neutral
"Yesterday, one of my followers said that if you want to increase your success, you have to double your failures... You can't succeed at something you don't try.",positive
People take an annual trip home and come back acting all cultured and so on...,neutral
That moment when you can't walk with your line because your line brother is having back problems. #FirstWorldProblems,neutral
"Sometimes you have to scratch the nice, finished surface to see what something is really made of.",neutral
Red Bull? I have a red bull in my backyard... Bahamas! - OOMLBs,neutral
"No, one of my friends found it online and downloaded it with a torrent... Lol",neutral
But why??? LOL ... The Lord must have placed you in my life for a reason ... *Struggles to deal with the nonsense* haha ...,neutral
"lol ... that's from one brother to another, that's not from organization to organization ...",neutral
I always take out my homework and never do it.,negative
"It appears you have not included the original tweet text to be translated. Please provide the content of the tweet, and I will translate it from African American English (AAE) to Standard American English (SAE) as requested.",neutral
"Damn, man. I’m just laughing, I don’t care, people know what’s going on, bitch! What the fuck, if he isn’t anything, get him out of here.",negative
"Going back to sleep, I have a couple more hours of rest until I have to get ready for work.",neutral
"People are always talking about me,  and . You all know who I'm talking about.",neutral
People call me promiscuous because I date people older than me. I'm not promiscuous; it's just that guys my age are so immature.,neutral
"Tell her I said hello and tell the others too, and I'll talk to you later and let you get your rest.",neutral
"Bitch, shut your clown ass up. I'm done talking. If you have something to say, say it to my face, okay?",negative
"If I had said that to my parent back then, I would have gotten beaten, kicked, stomped, and more. LOL",neutral
"Oh, by the way, I'm not sure that condemning others to hell will get you into heaven.",neutral
"I’m having an in-depth conversation about abolishing time. Obviously, I’m leaning toward just tweaking it a little.",neutral
Mobility will be key in both games. I like San Francisco and Baltimore. #HarbaughBowl,positive
...why did I drink coffee at 1 in the morning? Now I feel like I could run through a wall.,positive
"""People don’t mess with you like they say they do. Be quiet, you’re the main one.""",positive
: I wish you would just let me know how you really feel so I can move on with my life... with or without you.,negative
"The sound of a child's laughter—so innocent, so pure... but so freaking scary when you're alone and the lights go out! I'm dead.",negative
"""I might as well have cheated on you, considering how often you accuse me of cheating.""",negative
"Because if that's the case, I'm going to have to release my inner devil... !!!!WARNING!!!! HE'S AN EVIL PERSON!",negative
"That’s really not healthy for you. Plus, you’re going to have those bags under your eyes!",negative
The guy said I wouldn't care if my daughter got raped because she would be dead! What the heck!,negative
I can't wait to tell my children how many times I survived the end of the world.,positive
"I know where you’re from. He said you know him—look at my picture, I just posted it of him, bro.",neutral
"I have everything I ever wanted, but she makes me better. , for real, she needs to wake up—these little guys will never measure up.",positive
"""Relationships where we can argue and work things out—forget breaking up. Stay faithful, laugh at rumors, and share real love.""",positive
"That guy Cody thought he was untouchable; he wasn’t afraid of anything! People can’t handle a real one when they see it, man! #RIPCody",negative
"Man, when the doctors said we couldn't see him, I almost beat them up! What do you mean I can't see him? It's my cousin! #RIPCODY",negative
I’m going to see if I can get a ride over there after school.,neutral
"I'm not gay, dear, lol. I'm just comfortable with myself enough to be able to say that.",neutral
"I am out here breaking men, telling them what they want to hear.",neutral
There's a lot of money out there—all I have to do is put my name on it.,neutral
"I lace up my boots, put on my strap, and go looking for that money—I'm like, where is it?",neutral
"I still think nobody has these shoes I'm about to put on, but maybe I'm wrong.",neutral
You’d better look both ways before you walk in the streets because you don’t want to run into someone like me.,negative
"Wow... my PS3 is so dusty. I haven't spent time with it in such a long time, shaking my head, haha.",neutral
Champ is the entire reason why they are in this situation... he has been getting that work all day.,negative
I heard you have been trying to get in contact with me. What's up? Contact me.,neutral
"Busy day ahead of me (oh Lord, I’m not even putting on my shoes or anything)",negative
"When you get out of the shower after work and then smoke a strong blunt alone, damn, you be high.",positive
"""Mine is good too, I have a lot to tell you when we get back, lol.""",positive
"It's funny because when I'm mad, I can't stay too mad at him. I can't help but want to be beside him. I can't help but to grow up and learn how to be the wife he needs. <3",positive
Please send your full names to 404-671-7416 for free VIP entry to Obsessions this Saturday until 12 PM.,neutral
"My New Year’s resolution is to mess people up, speak my mind, and not care about anyone’s damn feelings.",negative
"YES, IT'S COCO TRAY ON THE HILLS. THESE GIRLS ARE FRIENDLY. NOBODY IS TALKING ABOUT ANYTHING, SO I GUESS I'LL JUST RELAX.",positive
"About to eat and shower. Hopefully, my boyfriend calls me to come pick him up before I go to bed, because if not, he’s going to be stranded, lol!",neutral
"Thinking about things, but I don't have time to worry about others because I can only focus on myself!",neutral
"School tomorrow -_- and I don’t like waking up, so I’m calling it a night. Contact me if you need me.",negative
"I was on the phone with my twin and about to get back on in a few! Now I’m texting my boyfriend, I love him.",positive
Your love is one in a million; it lasts all day long. You give me a really good feeling all day long! (:,positive
"Goodnight, Twitter. I'm thinking and chilling with my best friend and my family! Text me, I guess.",positive
"Damn, stop worrying about things that have nothing to do with you! Shaking my head, your mouth is never closed because you're always talking—shut up.",negative
"Oh my God, I’ve been up since 6:00 and was supposed to go to the doctor at 9:00, but my irritating mother didn’t come to get me.",negative
I think moving to Atlanta and graduating is going to be the best thing I do this year!,positive
"Lying here dying of laughter at these ridiculous women, no bullsh*t, they're really messing with the guys out here. #cousinTweet",positive
"After I smoke this blunt with Doobie and Demoriae, I'm done until soccer season is over.",neutral
"Man, last night was amazing. I had to do something with my friend Cole before he left for Kentucky again...",positive
Rock and I are going to get hyped either Friday or Saturday; I just need to gather the team.,neutral
This pain is really intense! I’m just waiting for the ibuprofen and half a tablet to start working.,negative
"I should have worn some underwear, man. My penis and testicles are really cold with these thin jogging pants on.",neutral
"Cutt is in Twitter jail, but he said your girl is a freak at Shades Valley. He told me to tweet you back.",neutral
"It was just a dream, but if it's true... I just hope it isn't true.",negative
"I'm about to come over there and spend the night, bro, or I won't have any way.",neutral
I got that smoking habit from my dad’s side because my mom doesn’t touch it.,neutral
I'm going to keep my circle small—just me and my close friend. The rest haven't been loyal like my true friends.,positive
It’s too early for you to be sending me those kinds of messages and not be able to spell. #NotIn2013,negative
""": I hate when people say if your baby is ugly, just keep them dressed in nice jewelry... Honestly, there isn’t enough jewelry in the world to make someone not ugly.""",negative
"Happy birthday to my only nephew. He is 2 years old. Love you, Cam Cam :-)",positive
"I'm about to take a power nap. I ate, now I'm ready to crash... lol. I'll tell you, baby. :-)",positive
"We are in code blue tomorrow morning, so if you have to go, oh my god, be careful.",negative
"I'm up eating Crunch 'n Munch... If my daughter had seen them, she would have gotten mad at me. Lol.",neutral
Good afternoon ...my daughter calls and interrupts my sleep every time ...lol she knows I'm a night owl ..,neutral
