aae_text,sae_text
You can't run faster than your own shadow. Stay in your lane n go broke trying to look rich,You can't run faster than your own shadow. Stay in your lane and you'll go broke trying to look rich.
"""Looking back on my younger years,I've really matured a lot. I take life more seriously and meaningful now""","Looking back on my younger years, I’ve really matured a lot. I take life more seriously and find it more meaningful now."
Just a gwan stay humble n stay Inna me lane n watch faada God do big things Inna me life,I'm just going to stay humble and stay in my lane and watch Father God do big things in my life.
#JamaicansBeLike *spends a 2 wk vacation in the U.S and comes home* waddup ma nigga?  Yo son we big ballin ouchea bruhh! Real niggas!,"#JamaicansBeLike *spends a 2 week vacation in the U.S. and comes home* What's up, my friend? Hey man, we're really living large out here! Real ones!"
#jamaicansbelike a hope unnuh man Yuh a tekk up pon Yuh head ennuh!! Yuh weee breed!!!,#jamaicansbelike I hope you know the man you're getting involved with! You might end up pregnant!
""":  jaaaah knw? So dat mean no work no school no ntn ??? Yep. N obama is  being inaugurated today""",""":  You already know, right? So does that mean no work, no school, nothing? Yep. And Obama is being inaugurated today."""
""":  di rasta man put in some hard dutty wuk lmao u need Jesus""",""":  the Rastaman put in some hard, dirty work lol you need Jesus"""
lol he gotta work in the am jus hit us up toma... Y'all in henrico,"lol he has to work in the morning, just contact us tomorrow... Are you all in Henrico?"
Gotta luv that  in scandal why they got me waiting i want more scandal next Thursday   :-(,I have to love  in Scandal. Why do they have me waiting? I want more Scandal next Thursday. :-(
Since i watch that show on style i can't stop shopping  i have shopping problem lol.,"Since I started watching that show on Style, I can't stop shopping at . I have a shopping problem, lol."
I wonder how that comedy show was tonite too bad i forgot bout it would have got tickets,I wonder how that comedy show was tonight. Too bad I forgot about it; I would have gotten tickets.
Man When My Neices Get Older . I Hope They Don't Do The Shit I Do .,"Man, when my nieces get older, I hope they don't do the things I do."
lol u a trip laugh at bitches like u wit ur wore out pussy no walls havin azz no,"lol, you’re something else. I laugh at women like you with your worn-out vagina and no walls."
: i hate when people call me by my nickname and i dont know them that well .. like mothafucka.. do i know you?,": I hate when people call me by my nickname and I don't know them that well... like, do I even know you?"
Dat aint yo hoe taken her out given her money while im diccin her dwn,That isn’t your girl—you’re taking her out and giving her money while I’m having sex with her.
God sends you challenges so you may fail but you may succeed and become a better person,"God gives you challenges so that you might fail, but you might also succeed and become a better person."
I should say something but what's the point imma just get her mad again. :/,"I should say something, but what’s the point? I’m just going to make her mad again. :/"
I hate fat people that shid is just go fall in that pit from 300,I dislike overweight people; they should just fall into that pit from the movie 300.
go to sleep cause im going to sleep at 12 so i can say happy anniversary first,Go to sleep because I’m going to sleep at 12 so I can say happy anniversary first.
People gonna talk about you until the day you die and you ain't gonna be able to stop it.,"People are going to talk about you until the day you die, and you won't be able to stop it."
When old folk be really talking about something and that shid be making you regret or be depressed,When older people are really talking about something and it makes you feel regretful or depressed.
"""If you can make some popping ass pancakes, Vienna sausages, or ramen (packet) noodles I FUCKS with you ^_^""","If you can make some really good pancakes, Vienna sausages, or ramen (packet) noodles, I mess with you ^_^"
i saw u at  da stop sign today leavin pattons like u was n ur own world,I saw you at the stop sign today leaving Patton’s like you were in your own world.
Wish my bf would get hme.. He wnts to b out with his cuzns nem again tonight mayb cuz im at school,"I wish my boyfriend would come home. He wants to be out with his cousins and them again tonight, maybe because I’m at school."
Havent talk to dis boy n while an he txt me an ask me was i hea. .,I haven't talked to this boy in a while and he texted me and asked me if I was here.
Really wanna take dat ride but i would b wrong.. So let me go hme..,"I really want to take that ride, but I would be wrong... So let me go home."
Well done fella nOff 2 Watch IACGMOOH then a bit of WRC 2 on the 360 nLater!!!!!!,"Well done, man. Now I'm off to watch IACGMOOH, then play some WRC 2 on the Xbox 360. Talk to you later!"
Dats y I dnt do shit for MFS now dey dnt KNW how to damn #paybk,That’s why I don’t do anything for people now—they don’t know how to pay me back.
Drop heat for 2weeks CDs poppin good music u would think I'm down w/ yeezy,"Releasing great music for two weeks, CDs are selling well—you’d think I was working with Kanye."
People's momma's Rey be on butt y'all asses still up !    #502fmAfterDark school tomah,People’s mothers are about to be upset that you all are still awake!    #502fmAfterDark There’s school tomorrow.
White boy is off that he holla were u going after skoo I said your house he holla ets were I want you to go ahaa,"White boy was acting up; he asked, ""Where are you going after school?"" I said, ""Your house."" He said, ""That's exactly where I want you to go,"" haha."
""": #Cancer hates being alone, they are much happier when they marry for life. """,""": #Cancer dislikes being alone; they are much happier when they marry for life. """
""" me too, but too bad tht won't happen, its all about doing me this year...""",""" Same here, but unfortunately that won't happen. This year is all about focusing on myself..."""
"""I need to get the hair done or a new one, I'm gettin dates lined up""",I need to get my hair done or get a new style; I have dates lined up.
"""Ya ex is your bestfriend, you bring him to my house! - gets you smacked-""","Your ex is your best friend, and you bring him to my house! That will get you slapped."
My nigga told switch the style upnIf they hate....Let them hate....and watch the money pile up!,"My friend told me to switch up my style. If they hate, let them hate, and watch the money pile up!"
"""Ja'nyah is gettin on my nerves asking for HER #sem, lol but if she was here she wudnt even fw her""","Ja'nyah is getting on my nerves asking for her #sem, lol, but if she were here she wouldn't even mess with her."
"""Forgive me lord, I no I aint living rite, gotta feed my fam cuz the gotta big appatite!""","Forgive me, Lord, I know I’m not living right. I have to feed my family because they have a big appetite!"
All these bitches on me iont wife nunnI have them bitches runnin when a pipe cum!,"All these women are interested in me, but I don’t commit to any of them. I have them running when it’s time for sex!"
"""I heard if you live by the gun, you gone die by it......I NO im going out wit a big gun on my side!""","""I heard that if you live by the gun, you’re going to die by it... I know I’m going out with a big gun by my side!"""
"""Money=blood and sweat is wat it took to get it, and I'll slautar you if you touch a penny!""","Money equals blood and sweat—that’s what it took to get it, and I’ll slaughter you if you touch a penny!"
"""Fuck your past, im no judge, I accepted you for you.....just don't let your past catch back up to you!""","Forget about your past, I’m not here to judge you—I accepted you for who you are. Just don’t let your past catch up with you again!"
"""Jus cuz im a fucked up nigga, everygirl I ever fw'.....im gone corrupt they dude, and tell him were the bitch been!""","Just because I’m a messed up guy, every girl I’ve ever been involved with… I’m going to corrupt her boyfriend and tell him where she’s been!"
If I no more niggas that HAS fucked you....then more niggas that HASN'T....you a HOE,"If I know more men who have had sex with you than men who haven't, you are promiscuous."
She has waaaay too much grief built up.... She needs to go see Mrs. King frfr,She has way too much grief built up... She really needs to go see Mrs. King.
She's holding on to shit that we as a family are trying to let go of!,She’s holding on to things that we as a family are trying to let go of!
lol I'mma def have to make a trip there sooner than later... Gotta figure out if y'all are all talk...,lol I’ll definitely have to make a trip there sooner rather than later... I need to find out if you all are just talking...
I'm trying go wait until the last minute of the last day to go back to Albany...,I'm trying to wait until the very last minute of the last day to go back to Albany...
NO CLASS!!!!  She let me go home! Privileges of being the only person in the class!,NO CLASS! She let me go home! Perks of being the only person in the class!
lol I didn't leave you.. it was a last minute trip and I came right back the same day ... I got you if I ever go back,lol I didn’t leave you. It was a last-minute trip and I came right back the same day. I’ll make sure to include you if I ever go back.
S/o to my #9 baby  aka Hell and High Haze bka Triple H .... P PHIIIIIIII,"Shout out to my number 9, , also known as Hell and High Haze, better known as Triple H... P PHIIIIIIII"
""" honestly, they need to fix ALL the gah damn pothole on y'all campus, bc that shit ridiculous ! Lol""",""" Honestly, they need to fix all the damn potholes on your campus, because that is ridiculous! Lol"""
""":  ummm last I checked it was pink matter. Unless you on that remix are something hahaha stfu obviously a typo""",""":  Ummm, last I checked, it was 'Pink Matter.' Unless you're on that remix or something, hahaha. Shut up, it's obviously a typo."""
""" my bro lying all on twitter, he ain't gon be in the wedding talking bout me n my possible future lol, smh light brights""",""" my brother is lying all over Twitter, he’s not going to be at the wedding talking about me and my possible future, lol. Shaking my head, light-skinned people."""
lol that too but girl...you know I've been fat since forever...snacks always on deck,"lol that too, but girl...you know I’ve been overweight forever...I always have snacks with me"
Pop dat pussy for a real nigga? Bitch u poppin dat pussy for a meal nigga lol,"Are you going to dance provocatively for a genuine man? You're actually doing it just for a meal, though. Lol."
U cant rap abt designer nd u gettin money but want a free video or a free beat dats backwards video directors nd producers gotta get paid 2,You can’t rap about designer brands and making money but then want a free video or a free beat—that’s backwards. Video directors and producers need to get paid too.
Im not spammin yall tl to get retweets i actually want yall to listen to some good music,I'm not spamming your timelines to get retweets; I actually want you all to listen to some good music.
In da hood on da block pullin 24s like ima vamp her pussy tighter den a cramp nd i beat it up like bandcamp,"In the neighborhood on the block, driving 24-inch rims like I’m a vampire. Her vagina is tighter than a cramp, and I have sex with her energetically, like at band camp."
U in and out of clubs all week but u dnt got no job #DisQualified,"You’ve been going in and out of clubs all week, but you don’t have a job. #DisQualified"
""" da creeps finna b like aye bro look who just gave me dey number lmaoooo""",""" the creeps are about to be like, 'Hey bro, look who just gave me their number,' hahaha"""
Dis nigga herb go hard he got da eastside as far as bars go  u need to do fuck wit us #NukeCityEnt real shit doe,"This guy Herb is really talented; he represents the Eastside when it comes to lyrics. , you should work with us. #NukeCityEnt For real."
I might not b jay z but my daughter dont want for shit if she need it she get it,"I might not be Jay-Z, but my daughter doesn’t lack anything—if she needs it, she gets it."
I gotta get up bright and early for work! It feel good to say dat again,I have to get up bright and early for work! It feels good to say that again.
Mob forget a bitch rite after i hit da bitch like point me to da kitchen bitch,"I quickly forget about a woman right after I sleep with her, like, just show me to the kitchen, woman."
My mama went me to driving to Coney Island an just to get some Bacon lol wtf,My mom had me drive to Coney Island just to get some bacon lol what the heck
that same person will be in a relationship with a trifling motherfucker and keep taking them back shits crazy,That same person will be in a relationship with an untrustworthy person and keep taking them back. It's crazy.
My parents alwayss Gotta sayy something me too meann too me for no reason Ughh :(,My parents always have to say something to me and are too mean to me for no reason. Ugh :(
idk but i lik it now doe i got use too it doe now i guess,"I don’t know, but I like it now though. I’ve gotten used to it now, I guess."
""": Niggas tell they homeboys bout good pussy after the smash before they even turn the heat on in the carLmao u a fool fam""",""": Guys tell their friends about good sex right after it happens, before they even turn the heat on in the car. Lol, you're wild, man."""
FYI how u figure dat and I was smoking wit u @ tay crib,"For your information, how did you come to that conclusion when I was smoking with you at Tay’s place?"
"""yesssssss ! : Be a girl with a mind, a bitch with an attitude & a lady with class.""","Yes! : Be a girl with a mind, a woman with an attitude, and a lady with class."
Gotta learn how to work w| wat I got n stop living in the past...,I have to learn how to work with what I have and stop living in the past...
I know this guy and he's the luckiest guy in the world ... But he's unaware,"I know this guy, and he’s the luckiest guy in the world ... but he doesn’t realize it."
What do Notre Dame and weed have in common? nnThey both get smoked in bowls LOLOLOLOLOLOLOL,What do Notre Dame and marijuana have in common? They both get smoked in bowls. LOLOLOLOLOLOLOL
It's krazi how yhu can look meh n mi face & lie 2 meh wit no problem,It's crazy how you can look me in my face and lie to me with no problem.
In hungry af *looks n fridge & grabs hamburger & fries* guess I'm finna cook,I'm really hungry. *Looks in the fridge and grabs a hamburger and fries* I guess I'm about to cook.
ik jux messing wit yhu lol *walks way kuz I'm still dne wit yhu*,I’m just messing with you lol *walks away because I’m still done with you*
But iin dha mean tyme fiinna blaze up dhis louD while waitin fahh hiim to clock out.!,"But in the meantime, I'm going to smoke this loud while waiting for him to clock out."
"""Bitches Talk Shit , And Get Their Shit Split , That's That #Trill Shit (:""","People talk trash, and then face the consequences. That’s real. #Trill"
"""If s/he's not good enough to take home, don't lay with him/her cause there's a possibility they may become your baby's mama/daddy #wisdom""","If he or she isn't good enough to bring home, don't sleep with him or her because there's a chance they could become the parent of your child. #wisdom"
Hol' on...how can you have more hair on your chest than around your edges?!  o_0,Hold on...how can you have more hair on your chest than around your hairline?!  o_0
Is it childish that I change the channel when a commercial for a scary movie comes on?,Is it immature that I change the channel when a commercial for a scary movie comes on?
"""I know I should be eating something, but quite frankly, I don't feel like it...""","I know I should eat something, but honestly, I don't feel like it..."
"""I know some attractive people who aren't very photogenic, and some not so attractive folks that take flawless pics!""","I know some attractive people who aren't very photogenic, and some less attractive people who take flawless pictures!"
"""It's not that we don't exist, it's just that y'all not ready for us and/or just looking in the wrong places""","""It's not that we don't exist; it's just that you're not ready for us or you're looking in the wrong places."""
My singing voice definitely isn't as good as it could've been had I not stopped singing...,My singing voice definitely isn't as good as it could have been if I hadn't stopped singing...
Ain't You Tired Of The Running Around .. Dont Chu Wanna Be My Only Girl,Aren't you tired of running around? Don't you want to be my only girl?
That awkward moment when you were pretending to listen and now you realize a response is required.,That awkward moment when you were pretending to listen and now you realize you need to respond.
"""If You Gne Break Up Wit Yo Gf To Me , Down The Road You Will Be Telling Another Girl You Will Do That For Hern#NoGood That's Why I'm Single""","If you’re going to break up with your girlfriend for me, down the road you’ll be telling another girl you’d do the same for her. #NoGood That’s why I’m single."
I'm Glad Ik Who My Real Friends Are Than To Jss Be Walkn Around Clueless And Shit,I'm glad I know who my real friends are rather than just walking around clueless and stuff.
Happy Haitian Independence Day to all my Haitians and Haitians by association or pene.... Nvmd  Enjoy all!,"Happy Haitian Independence Day to all my Haitians and those connected to Haitians, or—never mind. Enjoy, everyone!"
what about family im trying to kick it this year for sure already got baby sitters lol,"What about family? I’m trying to hang out this year for sure—I already have babysitters, lol."
Just got a disrespectful call but all i could do is laugh cause i don't feed into that.Talk to me face to face u just seen me,"I just received a disrespectful call, but all I could do was laugh because I don’t engage with that. Speak to me face to face—you just saw me."
I've been riding solo other than my circle for almost three years so miss me with that shit,"I’ve been keeping to myself except for my close friends for almost three years, so don’t bother me with that nonsense."
Kml da bytch said single doe who wanna change Dat dayum pregnet n lookn 4 a bf dayum datz sad still a hoenn# y me lord,"LMAO, the woman said she’s single though—who wants to change that? She’s pregnant and looking for a boyfriend. Damn, that’s sad; still acting promiscuous. Why me, Lord?"
I do got dem tweets up .on ya ass .idk how doe I took like shree months off to be wid my shrimp,I do have those tweets up on you. I don’t know how though—I took like three months off to be with my baby.
I prayed to God to help Me spot my foez next thing ya kno >>>,"I prayed to God to help me recognize my enemies, and the next thing you know >>>"
""": I hope I get this other grant for school though you gone get it mane""",""": I hope I get this other grant for school, though. You’re going to get it, man."""
"""If you don't do S/O ,FOLLABACK, or RETWEET wat da fuck you on Twitter for?""","If you don't do shoutouts, follow back, or retweet, what the heck are you on Twitter for?"
FOLLA MY BOI  DOE HE JUH REED.UP ON A NEW PAGE FUCK WIT DA FAM,Follow my friend ; he just started a new page. Support the family.
""": Dat Tata gone gone get my stomach rite for dis Sausage n Biscut Samich! #witbacon giiiii damn myboi""",""": That Tata is really going to get my stomach ready for this Sausage and Biscuit Sandwich! #withbacon geeze, my boy"""
""": nigga this weather is fuckin wit a real nigga. *iswea bih don't know weather to hoop or skii""",""": Man, this weather is really messing with me. I swear, I don’t even know whether to play basketball or go skiing."""
That look you give me before you whisper in my ear and tells me its mine...yeah i love that shit.,"That look you give me before you whisper in my ear and tell me it’s mine...yeah, I love that."
It's 2013 I'm trying my best not to dislike people especially if it's someone i love family,"It’s 2013, and I’m trying my best not to dislike people, especially if it’s someone I love or a family member."
Idk why this crazy man of mines take everything so serious omg he a big ass baby,"I don’t know why this crazy man of mine takes everything so seriously. Oh my God, he’s such a big baby."
Idk why people think they doing something by trying to turn my man against me reality check: give up it'll never work,"I don’t know why people think they’re accomplishing something by trying to turn my man against me. Reality check: give up, it’ll never work."
It took for him to almost loose his life for her to realize he her only son & that's her baby,It took him almost losing his life for her to realize that he is her only son and that's her baby.
U can see all in Raqi face that she on bullshit she a hating ass bitch,"You can see it all in Raqi's face that she's up to nonsense; she's a jealous, spiteful woman."
"""$$$$$ is My Be$tFriend,  Fuck you Broke Bitches & Thirsty Ass Niggas!  #Straight Like That""","Money is my best friend. Forget you, broke women and desperate men! #JustLikeThat"
""" Wale, Fab, Jeezy and Yo Gotti got nice tapes... But Game and T.I. Albums is Crazy""","Wale, Fabolous, Jeezy, and Yo Gotti have good mixtapes... But Game and T.I.'s albums are amazing."
I'm still on the fence about  music... but I fuxk wit his movement TOUGH #BlameItOnTheClevelandInMe,"I’m still undecided about ’s music, but I really support what he’s doing. #BlameItOnTheClevelandInMe"
"""no like can't e ven have a conversation, dumb. I tried. I jus couldn't do itnn-Said by no (straight) man EVER""","""No, like, I can't even have a conversation—it's dumb. I tried. I just couldn't do it. Said by no (straight) man EVER."""
"""Who did   think he was on Dipset Anthem? My nigga was talking that shit""",Who did  think he was on Dipset Anthem? He was really talking confidently.
Run up on him wit the pound and light it... like it's My Block now. ALRIGHT KID!,"Approach him with the gun and fire it... as if this is my territory now. Alright, kid!"
Needless to say a trip to the tub and HEAVY shampoo is now on the itinerary,It goes without saying that a bath and a thorough shampoo are now on the agenda.
Naw man... I'm flagging him. He too young and IG get too Real lol,"No man... I'm reporting him. He's too young and Instagram gets too real, haha."
"""Still ain't did the math in her verse on Affirmative Action... but I believe her tho lol""","I still haven’t done the math in her verse on Affirmative Action... but I believe her though, lol."
"""Gucci really sold crack, bodied a Nigga, Pushed a Girl out a moving car and got a ice cream cone on his face...""","Gucci really sold drugs, killed someone, pushed a woman out of a moving car, and has an ice cream cone tattoo on his face..."
"""First pair of Sanuk sandals, my feet are loving this!  Many thanks to my bro and sis-in-law""",First pair of Sanuk sandals—my feet are loving them! Many thanks to my brother and sister-in-law.
I really dnt feel like bein bothered today by random ppl. Lemme see if my friend here i defly need a cigg,I really don't feel like being bothered today by random people. Let me see if my friend is here—I definitely need a cigarette.
"""Jessica was right.... :/ I just wish she could see it, maybe one day *shrugs*""",Jessica was right... :/ I just wish she could see it. Maybe one day. *shrugs*
I Thought I Was Out For The Night Til That Phone Got To Vibrating Lol,"I thought I was in for the night until my phone started vibrating, lol."
Would love to see you perform before you retire when are you coming to the DMV?,I would love to see you perform before you retire. When are you coming to the DMV area?
"""niggahss aint real any way nyhu aint the g in Gangsta yhu da g in GAYn#pussy""",People aren’t genuine anyway. You’re not the “G” in “Gangsta”—you’re the “G” in “gay.” #coward
the same thing tryin 2 stay outta of trouble in n school...... STILL GRINDIN ALL NITE N DAY,"Same thing, just trying to stay out of trouble and in school... Still working hard all night and day."
I Know They Don't Want No Problems But If They Want Dem Problems We Go CRAZY,"I know they don’t want any problems, but if they do want those problems, we’ll go crazy."
We got gummy warms  fulled of VOCKA ON this end... eating candy and fading out!!!,We have gummy worms filled with vodka over here... eating candy and passing out!
If u wanted To See me naked just ask don't come behind Me when I'm bout To get In the shower GRANNY!!!!,"If you wanted to see me naked, just ask. Don’t come up behind me when I’m about to get in the shower, Grandma!"
Idk Why I'm listening To (Tyrese -ON top of Me )cuz I'm So not and No way shape Or form of sex! =Trouble =No-no,"I don't know why I'm listening to (Tyrese - On Top of Me) because I'm really not in any way, shape, or form thinking about sex! That's trouble—definitely a no-no."
Somebody saving them Hoes! >>over hur I'm like sumbody put the code On and stop letting them hoes end!!!!,"Someone is saving those women! Over here, I’m like, someone activate the code and stop letting those women lose!"
When a famous person get pregnant it's All glits &Glam But soon a regular nigga pregnant All Hell breaks loose!,"When a famous person gets pregnant, it's all glitz and glam, but as soon as an ordinary person gets pregnant, all hell breaks loose!"
Smh...  Boy Yo ego bigger than ya brain that's Why Yo ass don't know much,"Shaking my head... Boy, your ego is bigger than your brain, that's why you don't know much."
SucSuc said these niggas out here ain't no good try ya luck watch u get fucked..,SucSuc said these guys out here aren’t any good—try your luck and watch yourself get hurt.
I'll be doing a meet and greet tomorrow morning for anyone who wants to come out and talk to me about whatever. U gotta find me first tho.,"I will be holding a meet and greet tomorrow morning for anyone who would like to come and talk to me about anything. You have to find me first, though."
"""JesusnJesustweetersnFor your WORD stands true, there is none like YOU! When we and all else fails you REMAIN! #Jesus #Jesustweeters""","""Jesus and Jesus tweeters, for your WORD stands true; there is none like YOU! When we and everything else fails, you REMAIN! #Jesus #Jesustweeters"""
Lol I don't trip off nothing no more. Stuff be so amusing to me now.,"Lol, I don’t get bothered by anything anymore. Things are just so amusing to me now."
Dey trayna make it to the Top but Steady hatn on Da Bottomz!!!!!!!! Ain't gne get far,They’re trying to make it to the top but keep hating on those at the bottom! They’re not going to get far.
lol  naww I'm juss NT finna fight ova no shit like this and foe keiland,"lol no, I'm just not going to fight over something like this, especially not for Keiland."
nigga I dnt got no titties and naww I'm Talm bout when u was jacking off in the bathroom,"I don't have any breasts, and no, I'm talking about when you were masturbating in the bathroom."
He Said iF Something Happen && Ion Wake Up Tomorrow iWant You To Kno iLove You -______- STFU,"He said, ""If something happens and I don’t wake up tomorrow, I want you to know I love you."" -______- Shut up."
I Could Express All My Feelings To Darion Buuuut He Only Care When He Feel Like Caring .,"I could express all my feelings to Darion, but he only cares when he feels like caring."
I took a vacation from school so dont worrie about my future i know what i need to do and what i gotta do back off me n how i live ! Thanxz,"I took a break from school, so don’t worry about my future. I know what I need to do and what I have to do. Please stop judging me and how I live. Thanks."
I hate how people be cool the next day and stuff and miss u and all that then they wanna flip it and try to drill you and get mad,"I hate how people act friendly the next day and say they miss you and everything, then they turn around and try to criticize you and get angry."
Hate when i lay down and one of eyes be watering . Not both but one it seems to always be my left eye,"I hate when I lie down and one of my eyes starts watering. Not both, just one—it always seems to be my left eye."
Its funny how feelings can change with a matter of days...I liked u so much a week ago..wat happend?? I should be a #gemini,It's funny how feelings can change in just a matter of days... I liked you so much a week ago. What happened? I should be a #Gemini.
Boutta go half in a sack & stuff this blunt with my nigga George !,About to split the cost of a bag and roll this blunt with my friend George!
#PeolpleWhoMadeMy2012    . The 4 closest females in my live. I love yall.,#PeopleWhoMadeMy2012    . The four closest females in my life. I love you all.
We a buy a lot of clothes but we don't really need em. Things we buy cover up what's inside.,"We buy a lot of clothes, but we don't really need them. The things we buy cover up what's inside."
"""Hopefully the Clippers can get their own stadium after this season. They doing hella good, they deserve it.""",Hopefully the Clippers can get their own stadium after this season. They are doing really well; they deserve it.
""", the two realest girls i know  that i will NEVER get rid of is angel & ebony""","The two realest girls I know, whom I will NEVER let go of, are Angel and Ebony."
""": Just remember, I gave a fuck when no one else did This is how i feel about 2omf""",""": Just remember, I cared when no one else did. This is how I feel about two of my friends."""
""", I'm about to be PISSED TF OFF if she got off twitter & ain't called me yet..... -___-""",I'm about to be extremely upset if she got off Twitter and still hasn't called me yet... -___-
""", just deleted EVERYTHING about 2omf out my phone & my life .. fuck them""",I just deleted everything about two of my former friends from my phone and my life. Forget them.
""":   I just said he tweeted dat shit not me , ohhh .. -___-""",""":   I just said he tweeted that, not me. Oh... -___-"""
""", I hate when ugly bitches be acting all stuck up & shit . um bitch you need to stick yo ass in front of a mirror & see wtf you looking like""","I hate when unattractive women act all stuck up and such. Um, you need to stand in front of a mirror and see what you actually look like."
"""She gay she bi she a runner he broke blah blah fucking blah ... while you picking out everybody else flaws, wtf wrong with you???""","""She’s gay, she’s bi, she’s a runner, he’s broke, blah blah blah… While you’re pointing out everyone else’s flaws, what’s wrong with you???"""
""", if we in a relationship then WE in a relationship, fuck everybody/everything else lets focus on US & staying together""","If we are in a relationship, then we are in a relationship. Forget everyone and everything else—let’s focus on us and staying together."
"""All I did while twitter was fucking was: smoke , eat & watch tv ... #Lame""","All I did while Twitter was down was smoke, eat, and watch TV... #Lame"
""": All I wanna know is the truth, but I'm too scared to ask you because I'm afraid of knowing the answer. !!!!!!!!!!!!!!!!!!!!""","""All I want to know is the truth, but I'm too scared to ask you because I'm afraid of finding out the answer. !!!!!!!!!!!!!!!!!!!!"""
""": Lol every time i text sum it either begin or end wit a lol , i fuck around and really b laughing tho - Me too tho .. Smh ,""",""": Lol, every time I text something, it either begins or ends with a 'lol.' I mess around and actually be laughing though – Me too, though. Shaking my head."""
"""Life aint nothing but a G thang , switch lanes , get brain HAND DOWN HER G-STRING :)""","Life isn’t anything but a G thing—switch lanes, receive oral sex, hand down her G-string. :)"
"""Man, it's some stuff I'm finna let go of. Idc about it. If it's not bout business, fuck it. I'm tired of doing this to myself.""","Man, there are some things I'm about to let go of. I don't care about them. If it's not about business, forget it. I'm tired of doing this to myself."
Reggie Evans said LeBron's ring don't mean shit cause it was a lockout season. -________- You're on the Nets. Shut yo' ass up dude.,"Reggie Evans said LeBron's championship doesn't mean anything because it was a lockout season. -________- You're on the Nets. Be quiet, man."
Idgaf what you say about me broke nigga 2 cent don't matter. Idgaf what you say about me broke bitch 2 cent don't matter. It doesn't matter.,"I don't care what you say about me, broke man—your opinion doesn't matter. I don't care what you say about me, broke woman—your opinion doesn't matter. It doesn't matter."
""": Zay up here talking bout he want ah baby bruh & sis..keep wishing on ah star Zay Ikdr""",""": Zay is up here talking about how he wants a baby, bro and sis... keep wishing on a star, Zay. I don't know, though."""
I'm Ben not really caring for oomf but now they really erkin me n idk I'm lyin I know y,"I’ve been not really caring about one of my followers, but now they’re really irking me and I don’t know—I’m lying, I do know why."
I'm scared of chik fil a cuz the first time my Lil sis are it she got door poisoning so I've never are there in all my 23 yrs,"I’m afraid of Chick-fil-A because the first time my little sister ate it, she got food poisoning, so I’ve never eaten there in all my 23 years."
""": Mari be into that Dora now lol das my baby name n she love Dora lol das crazy""",""": Mari is really into Dora now, lol. That’s my baby’s name and she loves Dora, lol. That’s crazy."""
""": Why is it a penis on my tl n it aint even 8)30... Where I missed it""",""": Why is there a penis on my timeline and it isn’t even 8:30 yet... How did I miss it?"""
""": That Renita ain't gone ever change!! Lol any y man I need a check but they won't give it to me""",""": Renita is never going to change! Lol. Anyway, I need a check but they won't give it to me."""
I got  40 dollars for n e one whu can bring me a 09 Chevy Impala Mirror.....ASAP,I have $40 for anyone who can bring me a 2009 Chevy Impala mirror as soon as possible.
"""He said they was makin the crazy noises, n he was holdin their heads down....lmmfao""","He said they were making the crazy noises, and he was holding their heads down... lmmfao"
"""When a nigga gt liq n loud, aint nobody to be found....(Lets see hw long it takes my phone to ring now)""","When a guy has liquor and weed, nobody can be found… (Let’s see how long it takes for my phone to ring now.)"
"""I wanna buy yu a house, i wanna buy yu this house...back up bitch yu aint buyin my house..da hell yu mean yu wanna buy my house""","""I want to buy you a house, I want to buy you this house... Hold on, you’re not buying my house. What do you mean you want to buy my house?"""
""", hester gettin whoop by denzel in madden lol he swea he raww & doin all this talking""","Hester is getting beaten by Denzel in Madden, lol. He swears he's good and is talking a lot."
I Know How Far To Takee Thingss Now Because What Has Been Done & Said In The Past !,I know how far to take things now because of what has been done and said in the past!
"""My twinn sleep , but litlle do she know we gota hoe to handle tommorow !""","My twin is asleep, but little does she know we have a situation to handle tomorrow!"
; He Suppose Too Be My Main Man's But He Hating To A Bitch -___-,"He’s supposed to be my main man, but he’s acting like a hater—so annoying."
"""New Year, same rules just inforced more. Thinkin bout changin my number so these dumb ass low lifes can get a fuckin clue.""","New Year, same rules, just enforced more. Thinking about changing my number so these idiots can get a clue."
Who cares if all yo kids by the same guy..that just makes u look even more dumb cause he dont do shit for non of them yet u prego AGAIN!,"Who cares if all your kids are by the same guy? That just makes you look even more foolish because he doesn’t do anything for any of them, yet you’re pregnant again!"
sooo u better be pickin up that phone to call me in 5..4..3..2..1 lol str8 rude lol,"So, you had better be picking up the phone to call me in 5...4...3...2...1. Haha, that's just straight-up rude. Haha."
yea gurl tim ova here feelin hisself tew much he think his ass grown na,"Yeah girl, Tim over here is feeling himself too much—he thinks he’s grown now."
Bitch we c u get play suckin dick all round gary #nasty hoes only do dat,We see you getting attention for performing oral sex all around Gary. #Only nasty women do that
Omg scary bitches came tew my house nd still ain't do shit but was talkin hella shit on twitter last nite smh,"Oh my God, scary girls came to my house and still didn’t do anything, but were talking a lot of trash on Twitter last night. Shaking my head."
"""she's a hoe, she's ugly, she's a bitch, she's this, she's that .. but you dated her ? So sdfu""","""She's a hoe, she's ugly, she's a bitch, she's this, she's that... but you dated her? So shut up."""
I know you say you love but the problem is you say it to everbody . So I hear you talking i just cant believe you,"I know you say you love me, but the problem is you say it to everybody. So I hear you talking, I just can't believe you."
She really sucked that tampon i sware it was a joke  lol funny shit tho,"She really sucked that tampon, I swear it was a joke . Lol, funny stuff though."
