sae_text,distilbert_score,vader_score,textblob_score
"HBO Family is making me so happy right now. I swear I have the imagination of a toddler, haha!",0.9998645782470703,0.8331,0.44523809523809527
#mtzionprayercall in the morning!  always has an inspiring message! The 15 minutes that change lives every Tuesday morning!,0.9995946288108826,0.5684,0.78125
I hate when I have to pee so badly while I'm lying down; I really don't want to get up.,-0.999376118183136,-0.9117,-0.36388888888888893
"lol I see, and my bad—next time I see you online, I’ll say hello, alright.",0.9959583878517151,0.5859,0.8
"#rookieshowdown Russell Wilson. All season, with age comes wisdom. He left any inexperience he had on the field.",-0.8412930369377136,0.5267,0.0
"What’s up, lady? How are you? I’m reaching out because I’m interested in a collaboration in the very near future. Check out  and let me know.",0.9987252354621887,0.594,0.12666666666666668
"Everything is good. How are you doing, though? How have you been in this cold, cold world?",0.9991336464881897,0.504,-0.16666666666666666
"I will admit, cannabis helped the static in my brain go away. It made this world more tolerable. I was happy, but now I'm in this damp fog.",-0.9923932552337646,0.4118,0.6
"""I wasn't a drug user, I wasn't an addict, nor was I harming myself. My own lazy, childish behavior put me where I am now.""",-0.9956732392311096,-0.1965,0.04999999999999999
"I mean, I'm from Chicago. I'll cheer for the Bears, but I'm a bigger 49ers fan.",0.998950183391571,0.6249,-0.15625
"I'm taking photography as a class, so I'll be able to lead our photo shoots in the future.",0.9985131621360779,0.0,0.25
That is why I want to go back so badly. I want to disprove any negatives I brought to myself and my family's name.,-0.9997580647468567,-0.4815,-0.3499999999999999
"I irrationally imagine, many times, that I’m being physically attacked by everyone I have feelings for.",-0.9978060126304626,-0.6808,0.25
This will be the first time that two brothers have coached against each other in the Super Bowl. #49ersVsRavens,0.9936734437942505,0.5994,0.15277777777777776
"I lose control when I'm having sex with her; I'm addicted, like she's got a crackhouse between her legs.",-0.6585018634796143,-0.0516,-0.4
I have my Algebra final exam tomorrow; there’s NOTHING I can do to pass!,-0.9994891881942749,0.0,0.0
"RayShawn is acting so tough in these text messages, but he didn’t want to fight at his house on Saturday though!",-0.8165252208709717,-0.5772,-0.24305555555555555
"No matter how much I say “forget him” and I don’t want him anymore, laughing my life, at the end of the day we’re not going to break up. What did you think?",-0.5089157223701477,0.5308,0.2
you came here and I picked you up from the bus thing. And you stayed with me. Then the other dream was a continuation.,0.9974785447120667,0.25,-0.125
"Girl, where are you? We're at Henry Ford Hospital. Come on.",-0.9856035709381104,0.0,0.0
"""Men are more emotional than ever these days. It’s surprising because I’m not emotional at all, so I just don’t understand it.""",-0.980830729007721,0.3714,0.3
"""All I do is sit back and laugh at these women... :) Don't we both do that!""",0.8467414975166321,0.784,0.30833333333333335
"He isn’t a rapist, stop messing with him! He knows he has fans who love him, seriously.",0.9971532821655273,-0.5983,0.08333333333333334
"I love you too, , so be quiet before you say something to . lol",0.9996950626373291,0.7906,0.43333333333333335
"is so happy she's out of jail. I might report her, lol. Lock her tweeting self up, Twitter.",-0.5657489895820618,0.7778,0.5
All of these girls on Bad Girls Club look like they used to be men! -_-,-0.9901162981987,-0.3164,-0.8749999999999998
"#DETLOVE All Detroiters, let's tweet this and spread love and peace, and let's stop all this senseless violence!",-0.8589525818824768,0.4003,0.625
"People say, ""I love my team,"" but when you’re being yourself, they act like you’re not part of the group. Laughing, friends aren’t worth much.",-0.9995926022529602,0.9489,0.3333333333333333
I had to learn to be happy by myself before I could be happy with anyone else.,-0.9994891881942749,0.8126,0.8
"Forget him, I’m done. He’s all over Twitter talking about, “I miss lying next to her.” What the hell?",-0.998563826084137,-0.8885,0.0
"I'm pretty and a good girl. I don't know why guys keep messing me over, for real.",0.99683678150177,0.7269,0.3833333333333333
"Women always find things out; they might not say anything right away, but they know.",0.9917608499526978,0.0,0.2857142857142857
Black roses for this dying love Now we're breaking up Since we're giving up Black roses and Early Valentine Special delivery just for you and me,0.9988677501678467,0.8519,0.12476190476190477
"I am not a perfect person; I make a lot of mistakes. Still, I love the people who stay with me after knowing who I truly am.",0.9879345893859863,0.3822,0.0
"As a #Virgo, you believe that everything must be perfect, and that causes you to start criticizing one thing or another.",-0.9921355247497559,0.296,1.0
An entire day without me touching my boobs? That’s not fair. So you’re telling me I can’t touch my boobs for a whole day? I’m so sad :-(,-0.9994854927062988,-0.8439,-0.15
I do not like to talk about my problems because I hate to appear weak or vulnerable.,-0.8686070442199707,-0.9064,-0.5583333333333333
I will stop loving you when a mute man tells a deaf man that a blind man saw a man without legs walk on water.,-0.9965338706970215,0.0,0.04999999999999999
Finally in the house since it’s really cold outside. What I need are some gloves.,-0.9946011304855347,0.0,-0.19999999999999998
Who is my mom to tell me how to do my hair? I told her she has her own head. She’s bold!,0.9998290538787842,0.4389,0.5083333333333333
""" What I had last time... Cicero Twist or whatever. And it isn’t what I want to get, it’s what I’m getting. She’s too strong.""",-0.9995291233062744,0.5574,0.21666666666666665
"People are going around talking about love and affection, but no, you need condoms and protection.",-0.5719596743583679,0.5859,0.5
"I need some sex. Stop messing with my friend, I'm about to get serious. I don't care.",-0.9990878105163574,-0.233,-0.3333333333333333
"Forget the judge, get a case, fire the .38, shoot him in the face. #FreeMe",-0.9981635212898254,-0.6908,0.0
I am too obsessed with myself... That is why I cannot stay in a relationship for long... Oh well.,-0.9958053827285767,0.1027,-0.275
So Beyoncé didn't actually sing at the inauguration... So what? She’s still the woman everyone wants to be.,-0.9879796504974365,0.0,0.1
I can give my babe a thousand ways why I love you so much. #BaeTweet,0.9879299402236938,0.6369,0.35
"Women are upset because people don’t associate with them anymore. No one should mess with my brother, that’s a promise from the neighborhood.",0.9984133243560791,-0.6124,-0.175
"I don't want to give you the wrong impression, but I need love and affection.",0.995457649230957,0.8931,0.0
I like that. This is Darriell from Tagged. You said you wanted to get to know me. Just contact me at 8328489020...,0.9982840418815613,0.3612,0.0
"I hate when someone talks about the same thing constantly. Like, damn, I hear you loud and clear—I just don’t care.",-0.999242901802063,-0.1779,-0.17500000000000002
"No attitude, just relaxing. I knew she wanted you and I couldn’t do that to her—it would have been wrong.",0.667527973651886,-0.2732,-0.5
"I don’t like when people try to tell me what to do. Oh no, that’s not how it works.",-0.9994600415229797,0.3612,0.0
"Oh, I'm kind of ready now... I hate that we don't have Mrs. Wallace on Tuesday. I miss arguing with her.",0.9765180945396423,-0.7264,0.0
I’m going to sleep early because I have to get up at 8 in the morning for my appointment.,-0.9982483386993408,0.0,0.1
God will keep sending the same people across your path until you learn the lesson you are meant to learn from them.,-0.94198077917099,0.2732,0.0
"Come at me, motherfucker. Get your cowardly ass over here with your people. I’m not the police, motherfucker.",-0.9989483952522278,-0.7927,0.0
"Hold up, bro. Lil Wayne? Hell no. We’re No Limit Soldiers—my three brothers are Mary and Alex.",0.9641303420066833,-0.7783,0.0
"Will talking get the joke? Okay, that's a big joke. I'm Kev KLC, you know, P.T. Kevin Earl.",-0.9247880578041077,0.6486,0.25
"I still find it unbelievable that he has that many kids at 32. I'm the same age, and even this dog gives me headaches.",-0.9957789182662964,0.2023,0.08333333333333333
lol you’re wrong. I think he isn’t used to his body. He’s kind of awkward. Not sure if he’s soft yet.,-0.9980241060256958,-0.4862,0.02500000000000001
I’m not surprised. I remember when he said something inappropriate about Tim Duncan’s mom.,-0.9987753033638,-0.1695,-0.05
"Yes, he and Ye have been doing that for the past two years. Without the chess.",-0.997614860534668,0.4019,-0.25
"We had mixtapes back East, though. I heard ""Mo Money Mo Problems"" three months earlier on a Clue tape.",-0.9977527260780334,-0.4019,0.0
you’re right. Cool Breeze is the godfather. I just remember drug dealers embracing that track. That spiteful chant took it beyond Dungeon Family fans.,0.9989163875579834,-0.1531,0.31785714285714284
That is a human being growing up. Those three identities are present on every album. They are just creative ways to express his personality.,0.9985753297805786,0.5574,0.16666666666666666
"I don’t need to like your music to recognize your tactics. Anyway, back to work.",-0.9556588530540466,0.3612,0.0
"do you understand what I mean? Haha! I was wearing khakis and a cardigan, so I should have been fine, but my beard looked intense though, lol.",-0.9408770799636841,0.7809,0.27083333333333337
"My friend just asked me if I know who Bandcrew is. I’m like, “Hell yeah, my close friend  is Bandcrew.” Hey, friend, I need to talk to you.",0.9961275458335876,0.9231,0.0
"Walked in the house from the store, walked into the room, and it smelled like straight kush... Living the good life.",0.9988924860954285,0.743,0.44999999999999996
"Believe me, nephew, I know if nobody else knows, I know. Can't trust anybody—your friends will turn on you just as quickly as family will.",0.9846814870834351,-0.6435,0.3333333333333333
I miss my ABC and my nephew and my sister Brit. My niece is due tomorrow; I hope she comes tonight.,0.697947084903717,0.3182,-0.125
"I said something last night and apparently it struck a nerve in somebody. Lol, you'll be okay.",0.9983605742454529,0.4019,0.3375
"Nicknames aren't anything, but don't give anyone a title they haven't earned—especially if they can't fulfill that role.",-0.9974648952484131,-0.4782,0.0
I have been the same girl since day one; I have never changed—I just don't put up with your nonsense anymore.,-0.9880253672599792,-0.4019,0.0
"""Joy to the hoe—she slept with my man, that’s why he has herpes. That’s what she gets for talking trash.""",0.9133037328720093,0.5859,0.8
"I’m going back to my sister’s house tomorrow, so I had to sleep in my big bed tonight.",-0.9966177344322205,0.0,0.0
I wouldn’t be myself if I didn’t receive oral sex before I gave her oral sex.,-0.98390793800354,0.0,0.0
""": : , don’t say 'ooo' to me, lol. But how are you doing? I’m good. Do you like it? Lol.""",0.9998383522033691,0.9195,0.7666666666666666
"If that’s the case, they should say that about Pop and the Spurs from ’99 with Robinson and Duncan.",-0.954563319683075,0.0,0.0
You traded it in? That’s a really nice car. I thought you just got it.,0.9996500015258789,0.4754,0.6
"Well, bitch, you better move on because once he goes, ma’am, he doesn’t go back!",-0.9936686158180237,0.126,0.25
"Oh my God, my movie is on #Streets. I love this movie only because my baby daddy Meek Mill is in it...",0.9987120628356934,0.743,0.25
"Mom, I’m going to be like Bre when I get older—she sleeps with all the women. [Brooklyn Voice]",0.8669905066490173,0.3612,0.0
"Call it what you want, but I'm going to call it how I see it. #Petty",0.9970333576202393,-0.2617,0.0
"I don't like arguing, fighting, or being angry with her, but it seems like she loves doing all those things with me. #NotCOOL",0.9959932565689087,0.8355,-0.5
"Everyone is out this Friday night, but I'm staying in all weekend because I need to catch up on some sleep.",-0.9982245564460754,0.0,0.0
I need to go to RadioShack for some phone cases—I just need about three.,-0.998993456363678,0.0,0.0
We will meet you all in the conference finals if you make it past the first round.,0.999756395816803,0.0,-0.06666666666666667
"Yes, you do, but seriously, just because you all are friends doesn’t mean you need to wear the same wigs. LMAO",0.9914867877960205,0.9081,-0.01145833333333332
"If it wasn’t for the little moments, when I’m feeling down, that they do the smallest, most random, silliest things to make me smile, I don’t know what I would do! Real talk.",-0.9963108897209167,0.6565,0.03865740740740741
Why do you get sleepy when you’re cold? That’s why I used to sleep so much at #PhillyHigh.,-0.9932252764701843,0.0,-0.19999999999999998
"That's a damn shame... If smoking cigarettes is that dreadful, why not just stop?! The problem is: I'm addicted.",-0.9983800649642944,-0.8691,-0.7
I wonder what the heck my friend  is up to! I haven’t hung out with her in what seems like forever! And I’m feeling some type of way about it!,0.9985668063163757,0.795,0.0
"I have to work hard for two aunts, one sister, and my queen—my mother. Rest in peace to you all. Honestly, that's the truth.",0.9995896220207214,0.8126,0.15416666666666665
"I almost just got shot by the police harassing my brother—nine police cars against one car, what the fuck.",-0.9988547563552856,-0.7906,-0.4
"Wait, hold on—I’ve already rolled up, and the syrup is still poured, while women are still rolling up. Smoking marijuana on the sofa, her nose in the soda...",-0.9946163296699524,0.0,0.0
"This year, I need every man to find a woman who will truly support him and help him stay out of trouble.",0.9973887801170349,0.6808,-0.2
"If someone can't be completely honest about their situation, then they shouldn't associate with me at all.",-0.9983515739440918,-0.4439,0.6
I can't stand not seeing you; it feels like I'm in jail with no visits.,-0.9989256262779236,0.0772,-0.1
"If you have to go out every week, you need to be single, because you don't have time for your boyfriend or girlfriend.",-0.9938504695892334,0.0,-0.07142857142857142
"because I get tired of seeing her in here feeling like life is hard, but people like me just have to get over it.",-0.9957544803619385,0.4767,-0.3458333333333333
"I feel like I just stood in the ring for 11 rounds, and by Friday I’ll either look like Pac-Man or the guy who knocked him out.",-0.9977248311042786,0.6124,0.0
"Don't get me wrong, I don't feel bad for myself. I know how it is: when you make your bed, you have to lie in it.",0.9970800280570984,0.6602,-0.5999999999999999
"shaking my head, hopefully both have a better chance of surviving in there than upstairs. Oh, is Charlie still there? Did you tell her?",-0.9989901185035706,0.8156,0.5
I cleaned off my car all by myself!   are you all proud of me? Lol,0.9997264742851257,0.7345,0.8
""" lol! Cutting plywood to put down on the kitchen floor or something. Working on my DIY stuff lol""",-0.9987244009971619,0.6588,0.2611111111111111
"Lol, I want some Watermelon Sour Patch Kids, a watermelon Arizona, and some Hot Fries lol.",-0.9860008358955383,0.7096,0.42500000000000004
My stepbrother in here keeps zoning out and pinching his fingers and stuff lol.,-0.7648183107376099,0.4215,0.8
"Lol, I wish cars could run on water. I’d be going from Cahokia to the Ville every day if you wanted me to.",-0.9938615560531616,0.6705,0.8
"If you are looking to work out, you should find yourself a sex trainer! Those are the best workouts ever.",0.9997280240058899,0.6696,1.0
Debating whether I feel like rolling that up first or if I should just go straight to work.,-0.999500036239624,0.5267,0.225
"Today is my last day drinking soda, and I’m cutting back on drinking alcohol. My kidneys aren’t healthy.",-0.999314546585083,0.296,-0.024999999999999994
"I still can't believe that on January 16th, I will have been single for a year!",0.6376452445983887,0.0,-0.08928571428571427
I need to buy a better knee brace and ankle braces before I do anything else.,-0.9997010231018066,0.4404,0.5
"I woke up in pain, but that’s not stopping me from making money. Good morning!",0.9493488669395447,0.5659,0.875
"I’m supposed to be getting dressed, but I’m just sitting here eating instead.",-0.9969190359115601,0.0,0.0
There are fake people everywhere you go. I don’t know why people act surprised when they meet one.,-0.9838327765464783,-0.296,-0.2
"The more I see, the more I want. The more I give, the more blessings I receive.",0.9997298121452332,0.6566,0.5
"Even though we aren’t getting a video for #StugFentFriday, how about a snippet or a collaboration with  or  or something?",-0.9988176226615906,0.0,0.0
"Hey, I’m definitely in, my friend. You never know, I might come up with something great.",0.9997629523277283,0.875,0.4
why are you bothered by these untrustworthy men and these unpleasant women?,-0.9989827275276184,-0.6597,-0.6499999999999999
Hey! What are you all smoking in California? I swear my lungs turned into green florets last night! #calibud,-0.929092288017273,-0.1984,-0.1
I hate when I'm talking to someone and they keep saying the same damn thing.,-0.9984526634216309,-0.7506,-0.4
My dad wants me to cook him some hot dogs. What is wrong with him?,-0.9994834661483765,-0.4767,-0.016666666666666663
""" lol, you’re funny. Alright, if you think you won, then you won. Some people are afraid to admit they lost. Girl, goodbye—so childish.""",0.9913119077682495,0.9081,0.06250000000000001
I need to go get my jacket made so I can be like Trey Trey and Duke and them. :),-0.9967896342277527,0.6705,0.5
"LOL, he's talking about how her butt drags on the ground... And her breath smells like a box of puppies... I'm dying laughing.",-0.9378113150596619,0.8192,0.8
I hope it's raining hard in the morning. I don't want to go to school. I hate my birthdays.,-0.9988775849342346,-0.3447,-0.5458333333333334
She kept me up late just to say she’s not letting Jay go to school… really made me angry.,-0.9932095408439636,-0.552,-0.19999999999999998
"Lol, my sister-in-law is talking about how I’m just tweeting my life away. :)",-0.9956716299057007,0.7003,0.65
He keeps putting his hands on me... I'm going to beat him up one day :),-0.9938058853149414,0.4588,0.5
"You’re telling me to go harder, go harder... Go deeper, go deeper :)",-0.9783207178115845,0.4588,0.09999999999999999
LOL wow...I don't have a ride...you know that...and my bike isn't here...so now it's up to you.,0.9781583547592163,0.5473,0.8
"A relationship isn’t truly a relationship if you don’t know how to work things out together as one. Glad you came by, baby.",0.9626300930976868,0.7096,0.5
"LOL, Chris is such a mess. ""Oochie coochie coo"" all night long, all night. LOL.",-0.9996916055679321,0.6774,0.275
"I just...shaking my head, something needs to change because one day I am NOT going to be here at all.",-0.9996002316474915,0.0,0.0
"I would rather look and dress differently than look like you, her, him, and them.",-0.9976105690002441,0.3612,0.0
This little motherfucker downstairs from my room is banging those drums. I already know these recovering crackheads are going to be out tonight being loud.,-0.9932905435562134,-0.6494,-0.04375
I’m working on getting another iPhone so I can group text with my friends... I miss group texting them.,-0.9990044236183167,0.3612,0.0
I have been drinking only water and an occasional ginger ale for a week now. That’s progress for me.,0.8506416082382202,0.4215,0.0
"Where do you think the name came from? Lol. And I’m not unfamiliar with marijuana, lol.",-0.988325834274292,0.6808,0.8
And it's good to know that you're still the one to catch me when I fall.,0.9995860457420349,0.4404,0.7
"I truly, truly, truly, truly HATE being lied to. Do I look like an idiot? No.",-0.9983893632888794,0.4151,-0.8
"They were wrong for attacking you while you were drunk. All the bad girls get drunk, shaking my head. Petty girls.",-0.9991008043289185,-0.9423,-0.5499999999999999
Nothing gets past me! It’s just that I stay quiet more often and observe things.,-0.8023468255996704,0.0,0.0625
"Even though I can cook, my future partner better not expect me to be in the kitchen every day making sandwiches and stuff... no, sweetie.",-0.984351634979248,0.7269,0.25
You all have me stuck on your page all morning! You all have me laughing so much lol... #teamjamaican to the world!,0.9878883957862854,0.7061,1.0
"I will not bring down another person with the words that come out of my mouth, and if I have, I am sorry. #RS",-0.9873014688491821,-0.0772,-0.3277777777777778
"Why would you promise someone something if you know you can't fulfill that promise? Ugh, just don't say anything! Just don't speak.",-0.9989885687828064,-0.6322,0.0
"""Even though I have bills and remember that I’m still a Christian, because if I hadn’t found Jesus, God knows I would destroy everything that crosses my path.""",-0.9989421963691711,-0.34,-0.1
""": I just broke down in tears thinking about my past. Lord, please wash away my sins, I pray. :'( God is able to forgive you.""",0.6148984432220459,-0.4767,-0.22638888888888886
"My little cousin lost her house key too, so she won’t have anyone to let her in when she gets home from school if I leave.",-0.9933472871780396,-0.3008,-0.09375
You can't run faster than your own shadow. Stay in your lane and you'll go broke trying to look rich.,0.9965032339096069,0.2023,0.4875
"Looking back on my younger years, I’ve really matured a lot. I take life more seriously and find it more meaningful now.",0.999707043170929,0.1531,0.19523809523809524
I'm just going to stay humble and stay in my lane and watch Father God do big things in my life.,0.9995827078819275,0.2732,-0.1
"#JamaicansBeLike *spends a 2 week vacation in the U.S. and comes home* What's up, my friend? Hey man, we're really living large out here! Real ones!",0.9994140863418579,0.5837,0.2392857142857143
#jamaicansbelike I hope you know the man you're getting involved with! You might end up pregnant!,-0.9927371144294739,0.5399,0.41666666666666663
""":  You already know, right? So does that mean no work, no school, nothing? Yep. And Obama is being inaugurated today.""",-0.564863920211792,-0.3736,-0.01339285714285715
""":  the Rastaman put in some hard, dirty work lol you need Jesus""",-0.9978485107421875,-0.128,-0.03055555555555552
"lol he has to work in the morning, just contact us tomorrow... Are you all in Henrico?",-0.9687927961349487,0.4215,0.8
I have to love  in Scandal. Why do they have me waiting? I want more Scandal next Thursday. :-(,-0.9960184693336487,-0.4754,0.0625
"Since I started watching that show on Style, I can't stop shopping at . I have a shopping problem, lol.",-0.6372433304786682,0.2472,0.8
I wonder how that comedy show was tonight. Too bad I forgot about it; I would have gotten tickets.,-0.9989583492279053,-0.25,-0.6999999999999998
"Man, when my nieces get older, I hope they don't do the things I do.",-0.9964079260826111,0.4404,0.16666666666666666
"lol, you’re something else. I laugh at women like you with your worn-out vagina and no walls.",0.9953427314758301,0.7717,0.55
": I hate when people call me by my nickname and I don't know them that well... like, do I even know you?",-0.9993897676467896,-0.0258,-0.8
That isn’t your girl—you’re taking her out and giving her money while I’m having sex with her.,-0.9353916049003601,0.34,0.0
"God gives you challenges so that you might fail, but you might also succeed and become a better person.",0.9897724986076355,0.8225,0.0
"I should say something, but what’s the point? I’m just going to make her mad again. :/",-0.9991883635520935,-0.8126,-0.4375
I dislike overweight people; they should just fall into that pit from the movie 300.,-0.9991015195846558,-0.6249,0.0
Go to sleep because I’m going to sleep at 12 so I can say happy anniversary first.,-0.9978316426277161,0.5719,0.525
"People are going to talk about you until the day you die, and you won't be able to stop it.",0.999290943145752,-0.7269,0.5
When older people are really talking about something and it makes you feel regretful or depressed.,-0.9978687763214111,-0.7351,0.18333333333333335
"If you can make some really good pancakes, Vienna sausages, or ramen (packet) noodles, I mess with you ^_^",-0.9996640682220459,0.1761,0.26249999999999996
I saw you at the stop sign today leaving Patton’s like you were in your own world.,0.9876618385314941,0.0772,0.6
"I wish my boyfriend would come home. He wants to be out with his cousins and them again tonight, maybe because I’m at school.",-0.9875482320785522,0.4019,0.2
I haven't talked to this boy in a while and he texted me and asked me if I was here.,-0.856450080871582,0.0,0.0
"I really want to take that ride, but I would be wrong... So let me go home.",0.5271250605583191,-0.5932,-0.15
"Well done, man. Now I'm off to watch IACGMOOH, then play some WRC 2 on the Xbox 360. Talk to you later!",0.9990501999855042,0.5848,0.0
That’s why I don’t do anything for people now—they don’t know how to pay me back.,-0.9993347525596619,-0.1027,0.0
"Releasing great music for two weeks, CDs are selling well—you’d think I was working with Kanye.",0.9998130202293396,0.6249,0.8
People’s mothers are about to be upset that you all are still awake!    #502fmAfterDark There’s school tomorrow.,-0.9771665930747986,-0.4389,0.0
"White boy was acting up; he asked, ""Where are you going after school?"" I said, ""Your house."" He said, ""That's exactly where I want you to go,"" haha.",0.9783892631530762,0.5106,0.1125
""": #Cancer dislikes being alone; they are much happier when they marry for life. """,-0.80246502161026,-0.6908,0.2
""" Same here, but unfortunately that won't happen. This year is all about focusing on myself...""",-0.9957172274589539,-0.4767,-0.25
I need to get my hair done or get a new style; I have dates lined up.,-0.653120756149292,0.0,0.13636363636363635
"Your ex is your best friend, and you bring him to my house! That will get you slapped.",-0.9950044751167297,0.8268,1.0
"My friend told me to switch up my style. If they hate, let them hate, and watch the money pile up!",-0.9942758679389954,-0.6696,-0.9
"Ja'nyah is getting on my nerves asking for her #sem, lol, but if she were here she wouldn't even mess with her.",-0.7646066546440125,0.5212,0.3125
"Forgive me, Lord, I know I’m not living right. I have to feed my family because they have a big appetite!",-0.9491567015647888,0.3382,0.14285714285714285
"All these women are interested in me, but I don’t commit to any of them. I have them running when it’s time for sex!",-0.9859619736671448,0.6049,0.3125
"""I heard that if you live by the gun, you’re going to die by it... I know I’m going out with a big gun by my side!""",-0.9979019165039062,-0.8398,0.06818181818181818
"Money equals blood and sweat—that’s what it took to get it, and I’ll slaughter you if you touch a penny!",-0.9971029162406921,0.0,0.0
"Forget about your past, I’m not here to judge you—I accepted you for who you are. Just don’t let your past catch up with you again!",-0.9923384189605713,0.126,-0.28125
"Just because I’m a messed up guy, every girl I’ve ever been involved with… I’m going to corrupt her boyfriend and tell him where she’s been!",-0.9952684044837952,-0.4003,-0.625
"If I know more men who have had sex with you than men who haven't, you are promiscuous.",-0.9865903854370117,0.0572,0.5
She has way too much grief built up... She really needs to go see Mrs. King.,-0.9991633892059326,-0.4939,-0.30000000000000004
She’s holding on to things that we as a family are trying to let go of!,0.9953368306159973,0.0,0.0
lol I’ll definitely have to make a trip there sooner rather than later... I need to find out if you all are just talking...,-0.9956421852111816,0.6705,0.26666666666666666
I'm trying to wait until the very last minute of the last day to go back to Albany...,-0.9992815852165222,0.0,0.0
NO CLASS! She let me go home! Perks of being the only person in the class!,-0.995712399482727,-0.5871,0.0
lol I didn’t leave you. It was a last-minute trip and I came right back the same day. I’ll make sure to include you if I ever go back.,0.9994885921478271,0.5994,0.2642857142857143
"Shout out to my number 9, , also known as Hell and High Haze, better known as Triple H... P PHIIIIIIII",-0.6297134160995483,-0.34,0.33
""" Honestly, they need to fix all the damn potholes on your campus, because that is ridiculous! Lol""",-0.9994964599609375,0.2244,0.3277777777777778
""":  Ummm, last I checked, it was 'Pink Matter.' Unless you're on that remix or something, hahaha. Shut up, it's obviously a typo.""",-0.9984230995178223,0.5719,0.025
""" my brother is lying all over Twitter, he’s not going to be at the wedding talking about me and my possible future, lol. Shaking my head, light-skinned people.""",-0.9966652989387512,-0.3182,0.26666666666666666
"lol that too, but girl...you know I’ve been overweight forever...I always have snacks with me",0.7488692402839661,-0.3291,0.8
"Are you going to dance provocatively for a genuine man? You're actually doing it just for a meal, though. Lol.",0.9977630376815796,0.4215,0.4000000000000001
You can’t rap about designer brands and making money but then want a free video or a free beat—that’s backwards. Video directors and producers need to get paid too.,-0.9990488886833191,0.8847,0.4
I'm not spamming your timelines to get retweets; I actually want you all to listen to some good music.,0.9996317625045776,0.696,0.35
"In the neighborhood on the block, driving 24-inch rims like I’m a vampire. Her vagina is tighter than a cramp, and I have sex with her energetically, like at band camp.",0.9988355040550232,0.4767,0.0
"You’ve been going in and out of clubs all week, but you don’t have a job. #DisQualified",-0.9991685152053833,-0.5719,0.0
""" the creeps are about to be like, 'Hey bro, look who just gave me their number,' hahaha""",0.7629554867744446,0.7506,0.2
"This guy Herb is really talented; he represents the Eastside when it comes to lyrics. , you should work with us. #NukeCityEnt For real.",0.9987401366233826,0.5563,0.44999999999999996
"I might not be Jay-Z, but my daughter doesn’t lack anything—if she needs it, she gets it.",0.9636204242706299,-0.4497,0.0
I have to get up bright and early for work! It feels good to say that again.,0.9998036026954651,0.7263,0.5083333333333333
"I quickly forget about a woman right after I sleep with her, like, just show me to the kitchen, woman.",-0.997238039970398,0.1531,0.30952380952380953
My mom had me drive to Coney Island just to get some bacon lol what the heck,-0.9865016341209412,0.4215,0.8
That same person will be in a relationship with an untrustworthy person and keep taking them back. It's crazy.,-0.9612650275230408,-0.34,-0.19999999999999998
My parents always have to say something to me and are too mean to me for no reason. Ugh :(,-0.9987288117408752,-0.4153,-0.53125
"I don’t know, but I like it now though. I’ve gotten used to it now, I guess.",0.9993731379508972,0.5023,0.0
""": Guys tell their friends about good sex right after it happens, before they even turn the heat on in the car. Lol, you're wild, man.""",0.9965611100196838,0.8316,0.4714285714285714
"For your information, how did you come to that conclusion when I was smoking with you at Tay’s place?",-0.9979473948478699,0.0,0.0
"Yes! : Be a girl with a mind, a woman with an attitude, and a lady with class.",0.9988918900489807,0.4574,0.0
I have to learn how to work with what I have and stop living in the past...,-0.6280861496925354,-0.296,-0.25
"I know this guy, and he’s the luckiest guy in the world ... but he doesn’t realize it.",-0.931097686290741,0.3506,0.0
What do Notre Dame and marijuana have in common? They both get smoked in bowls. LOLOLOLOLOLOLOL,-0.9943780303001404,0.0,-0.3
It's crazy how you can look me in my face and lie to me with no problem.,0.9984083771705627,-0.0366,-0.6
I'm really hungry. *Looks in the fridge and grabs a hamburger and fries* I guess I'm about to cook.,0.969001054763794,0.0,0.2
I’m just messing with you lol *walks away because I’m still done with you*,-0.984534502029419,0.4215,0.8
"But in the meantime, I'm going to smoke this loud while waiting for him to clock out.",-0.9887062311172485,0.0,0.1
"People talk trash, and then face the consequences. That’s real. #Trill",0.9968622922897339,0.0,0.2
"If he or she isn't good enough to bring home, don't sleep with him or her because there's a chance they could become the parent of your child. #wisdom",0.9794268608093262,0.4577,0.35
Hold on...how can you have more hair on your chest than around your hairline?!  o_0,-0.9810978174209595,-0.1007,0.625
Is it immature that I change the channel when a commercial for a scary movie comes on?,-0.9997723698616028,-0.4939,-0.25
"I know I should eat something, but honestly, I don't feel like it...",-0.9898810982704163,0.3259,0.6
"I know some attractive people who aren't very photogenic, and some less attractive people who take flawless pictures!",0.9360929727554321,0.8442,0.5266666666666666
"""It's not that we don't exist; it's just that you're not ready for us or you're looking in the wrong places.""",-0.9995211362838745,-0.6381,-0.3
My singing voice definitely isn't as good as it could have been if I hadn't stopped singing...,-0.9996063113212585,0.2406,0.7
Aren't you tired of running around? Don't you want to be my only girl?,-0.9831023812294006,0.3703,-0.2
That awkward moment when you were pretending to listen and now you realize you need to respond.,-0.9765448570251465,-0.0516,-0.6
"If you’re going to break up with your girlfriend for me, down the road you’ll be telling another girl you’d do the same for her. #NoGood That’s why I’m single.",-0.9922900795936584,0.0,-0.07566137566137567
I'm glad I know who my real friends are rather than just walking around clueless and stuff.,0.9942275285720825,0.5574,0.35
"Happy Haitian Independence Day to all my Haitians and those connected to Haitians, or—never mind. Enjoy, everyone!",0.9998648166656494,0.8016,0.65
